sections,DCI_as
1_s,99.93
101_s,99.97
100_s,100.02
103_s,99.97
107_s,99.99
110_s,99.99
111_s,100.02
104_s,100
105_s,99.98
108_s,99.97
109_s,100.03
113_s,96.1900000000001
114_s,96.77
128_s,97.72
115_s,97.21
161_s,98.26
116_s,97.22
118_s,97.7
164_s,98.6700000000001
15_s,99.98
14_s,100
12_s,99.97
120_s,98.7000000000001
125_s,98.54
131_s,98.53
172_s,97.37
130_s,98.85
162_s,99.54
133_s,75.04
138_s,69.26
65_s,73.69
135_s,77.85
62_s,78.01
136_s,86.23
141_s,87.01
142_s,87.13
66_s,56.92
139_s,79.12
23_s,99.96
149_s,87.7200000000001
151_s,88.17
145_s,87.25
146_s,86.85
147_s,86.69
148_s,86.76
155_s,12.83
233_s,86.8800000000001
18_s,99.99
17_s,99.96
152_s,89.03
153_s,89.46
154_s,89.57
160_s,89.71
157_s,13.79
158_s,14.71
236_s,14.93
159_s,14.92
254_s,17.2
237_s,90.18
163_s,99.95
168_s,99.87
173_s,99.91
166_s,99.59
167_s,99.53
258_s,99.54
259_s,99.4
170_s,99.85
263_s,99.8900000000001
171_s,0.14
392_s,93.28
174_s,38.38
175_s,47.99
195_s,51.88
176_s,28.47
178_s,30.28
177_s,24.39
242_s,29.47
196_s,33.65
19_s,100.05
183_s,55.66
184_s,55.46
194_s,55.59
203_s,54.96
4_s,99.9799999999999
193_s,55.63
198_s,56.6
197_s,35.95
201_s,37.14
280_s,39.59
200_s,57.78
207_s,63.63
2_s,99.92
20_s,100.01
21_s,99.9899999999999
205_s,41.45
202_s,14.79
318_s,21.82
319_s,22.14
204_s,11.95
206_s,46.78
216_s,47.14
209_s,69.7
210_s,69.61
211_s,70.49
22_s,99.99
213_s,0.48
221_s,73.99
229_s,71.4
214_s,0.48
215_s,7.69
231_s,8.43
339_s,8.6
217_s,51.66
218_s,51.72
36_s,100.05
220_s,77.34
224_s,78.66
226_s,79.17
223_s,77.16
337_s,78.38
225_s,80.81
227_s,81.43
330_s,82.59
228_s,82.27
333_s,83.3
338_s,84.35
230_s,0.48
24_s,99.96
232_s,19.49
234_s,87.3
244_s,87.69
235_s,18.25
248_s,19.35
239_s,16.26
241_s,90.5800000000001
262_s,90.85
240_s,17.56
25_s,100.03
243_s,31.67
245_s,87.93
246_s,87.97
247_s,87.9
281_s,87.94
251_s,87.8
249_s,20.06
250_s,20.5
26_s,99.97
252_s,21.48
255_s,87.81
253_s,22.07
282_s,87.94
261_s,99.66
266_s,99.28
268_s,99.31
27_s,99.98
270_s,91.97
264_s,99.86
265_s,99.11
394_s,99.07
267_s,99.16
273_s,99.03
301_s,99.22
28_s,100.03
271_s,93.93
272_s,94.05
292_s,94.62
294_s,94.84
274_s,98.92
275_s,98.92
276_s,98.87
278_s,98.83
277_s,0.01
279_s,1.26
37_s,100.02
285_s,88.23
288_s,87.87
283_s,88.33
289_s,88.3099999999999
284_s,88.38
291_s,88.61
286_s,88.81
287_s,88.93
375_s,89.22
373_s,89.35
374_s,89.26
290_s,87.99
376_s,89.03
34_s,99.04
29_s,99.2
31_s,98.3299999999999
381_s,89.32
297_s,95.71
298_s,96
295_s,95.64
300_s,95.87
296_s,96.3
313_s,97.18
310_s,97.24
314_s,97.74
3_s,99.82
302_s,81.4
304_s,81.14
305_s,80.87
306_s,81.09
412_s,0.97
316_s,80.74
317_s,80.65
35_s,97.67
33_s,98.27
311_s,97.62
312_s,97.89
315_s,98.13
320_s,1.9
321_s,86.59
322_s,85.84
323_s,87.67
324_s,88.54
325_s,87.78
326_s,85.37
327_s,84.86
329_s,84.42
331_s,84.57
342_s,85.88
334_s,84.82
335_s,84.62
343_s,86.22
336_s,85.21
344_s,87.18
340_s,86.91
341_s,86.89
345_s,88.41
379_s,88.67
355_s,89.45
348_s,89.7
365_s,90.22
346_s,89.2
347_s,89.97
369_s,91.95
349_s,91.6
350_s,92.04
71_s,93.7200000000001
351_s,93.91
352_s,92.7
357_s,94.06
354_s,91.79
367_s,92.23
359_s,94.98
360_s,95.08
364_s,95.99
362_s,97.6
363_s,97.08
371_s,97.46
366_s,91.53
368_s,94
370_s,93.48
38_s,100.02
372_s,94.35
377_s,90.25
378_s,90.34
383_s,90.07
52_s,100.01
40_s,99.97
380_s,90.12
382_s,89.99
384_s,90.82
385_s,91.48
386_s,91.97
387_s,92.13
388_s,92.95
389_s,93.05
390_s,90.02
393_s,89.24
397_s,87.01
395_s,85.17
400_s,83.08
398_s,85.5200000000001
399_s,85.23
411_s,85.19
6_s,100.03
41_s,99.99
42_s,99.97
402_s,81.48
403_s,81.19
406_s,80.99
407_s,0.03
408_s,14.4
413_s,14.64
415_s,15.11
45_s,99.96
414_s,5.28
416_s,16.37
417_s,16.91
43_s,100.01
44_s,99.9600000000001
48_s,100.02
46_s,100.01
47_s,99.98
49_s,100
58_s,100.02
50_s,99.97
55_s,100
51_s,100.02
56_s,100.01
99_s,100.03
70_s,100.04
59_s,99.98
60_s,100.03
61_s,99.99
7_s,99.95
64_s,79.85
63_s,81.46
67_s,47.42
68_s,89.82
78_s,87.68
73_s,89.47
8_s,99.89
72_s,91.2
74_s,92.25
86_s,90.34
88_s,94.04
85_s,93.1
79_s,84.94
82_s,81.24
80_s,83.83
9_s,99.9
84_s,84.79
81_s,83.88
87_s,91.11
89_s,95.61
93_s,95.91
90_s,95.67
92_s,95.86
96_s,96.43
94_s,96.35
98_s,96.77
97_s,96.95
