sections,DCI_as
1225_s,22.03
1573_s,22.21
1557_s,22.35
126_s,6.29
140_s,6.26
1245_s,33.26
1247_s,33.42
1246_s,33.99
1256_s,34.16
1259_s,34.73
1257_s,34.07
1249_s,1.64
1273_s,1.64
1252_s,1.64
1253_s,0.23
1258_s,34.33
1263_s,34.34
1260_s,35.39
1400_s,35.54
1397_s,3.38
1265_s,0.25
1269_s,0.25
1270_s,0.25
1267_s,32.57
1268_s,32.76
1271_s,32.86
1281_s,32.75
1278_s,1.65
1283_s,36.27
1284_s,0.11
130_s,41.61
149_s,41.61
1358_s,72.01
1307_s,34.82
1318_s,35.09
1321_s,35.1
1312_s,34.75
1317_s,34.9
1325_s,35.17
132_s,42.13
133_s,41.66
1322_s,35.68
1363_s,36.44
1328_s,35.96
1331_s,36.06
99_s,41.61
1367_s,36.54
1368_s,36.77
1341_s,1.04
1339_s,33.97
1340_s,34.01
1343_s,1.05
1372_s,1.07
1345_s,1.05
1347_s,1.05
1350_s,0.32
1348_s,0.32
1356_s,0.32
1351_s,3.83
1354_s,3.83
1357_s,3.86
1383_s,3.96
1421_s,3.91
1369_s,4.15
1377_s,4.08
1380_s,4.08
1384_s,4.01
1385_s,4.02
1386_s,4.07
1387_s,4.08
1390_s,4.08
1392_s,4.09
1388_s,4.1
1393_s,4.12
1389_s,4.11
1391_s,4.11
1411_s,3.43
1418_s,3.44
141_s,6.54
142_s,6.68
1403_s,35.65
1405_s,35.78
1404_s,35.74
1406_s,36.21
1407_s,36.29
1408_s,0.12
1420_s,3.5
1423_s,3.52
1425_s,3.51
1422_s,3.98
1470_s,3.98
1424_s,3.59
1473_s,3.55
1426_s,3.53
1432_s,3.55
1437_s,3.55
143_s,0.07
1434_s,3.58
1439_s,3.59
1440_s,3.59
1445_s,3.59
1458_s,3.61
1487_s,3.63
1485_s,3.64
145_s,41.62
147_s,41.61
148_s,41.61
164_s,41.62
1471_s,3.61
1472_s,3.61
1474_s,3.59
1477_s,3.6
1478_s,3.61
1481_s,3.62
1480_s,3.62
1479_s,3.63
158_s,41.7
1482_s,3.63
1489_s,0.31
150_s,41.61
195_s,41.61
1492_s,26.02
155_s,41.61
1503_s,25.9
156_s,41.61
157_s,41.61
1590_s,25.73
1592_s,25.82
1596_s,25.93
163_s,41.73
70_s,42.5
467_s,42.32
166_s,41.65
176_s,41.64
171_s,42.13
20_s,45.89
17_s,48.16
474_s,42.3
482_s,42.63
177_s,0
180_s,41.61
181_s,20.85
191_s,20.85
183_s,20.85
185_s,20.85
186_s,20.85
187_s,20.85
188_s,20.85
193_s,20.85
488_s,20.94
506_s,21.1
199_s,41.61
212_s,41.61
217_s,41.61
7_s,47.85
21_s,45.69
200_s,41.61
204_s,41.61
203_s,41.61
209_s,41.61
205_s,41.61
206_s,41.61
207_s,41.61
229_s,41.61
232_s,41.61
22_s,45.64
216_s,41.61
218_s,41.61
219_s,41.61
221_s,41.61
224_s,41.61
24_s,45.6
238_s,41.53
227_s,41.61
228_s,41.61
544_s,41.53
230_s,41.61
231_s,41.61
233_s,41.61
234_s,41.61
235_s,41.61
236_s,41.61
240_s,41.51
37_s,45.08
243_s,41.4
246_s,41.32
543_s,41.21
253_s,52.37
248_s,54.58
259_s,56.4
26_s,44.81
260_s,56.37
261_s,56.32
263_s,56.19
264_s,56.29
265_s,56.24
267_s,56.38
278_s,45.49
279_s,44.9
281_s,45.49
290_s,46
29_s,44.21
293_s,46.4399999999999
318_s,47.36
300_s,46.6299999999999
299_s,47.08
335_s,48.31
340_s,48.49
326_s,47.1
305_s,44.43
313_s,45.11
306_s,44.04
310_s,43.79
312_s,42.64
315_s,44.12
316_s,44.23
317_s,42.8
330_s,49.08
355_s,47.82
341_s,48.52
366_s,53.37
332_s,49.19
338_s,49.33
411_s,51.6
360_s,50.61
345_s,50.82
348_s,51.24
352_s,51.37
350_s,52.18
61_s,43.75
35_s,44.36
423_s,53.59
364_s,50.33
426_s,51.84
428_s,53.9
430_s,54
369_s,56.79
371_s,57.81
386_s,58.07
378_s,54.97
401_s,58.96
404_s,58.37
381_s,59.57
383_s,60.31
735_s,62.41
388_s,58.23
392_s,58.47
737_s,62.95
406_s,0
409_s,4.71
748_s,4.77
749_s,4.79
41_s,49.96
42_s,49.96
414_s,52.77
416_s,53.03
418_s,53.39
422_s,54.45
44_s,50.11
438_s,56.16
788_s,58.57
448_s,55.32
433_s,55.18
581_s,55.02
43_s,50.44
437_s,55.89
583_s,56.09
439_s,59.45
791_s,62
47_s,50.95
447_s,0.11
794_s,1.88
450_s,58.23
449_s,58.49
454_s,59.53
459_s,59.31
803_s,61.21
462_s,59.18
466_s,64.12
809_s,64.61
51_s,54.73
486_s,42.43
48_s,1.56
82_s,1.6
52_s,1.59
484_s,43.79
495_s,43.83
497_s,44.13
518_s,21.22
516_s,21.15
499_s,0.01
502_s,0.57
50_s,1.56
587_s,0.58
508_s,21.54
533_s,0.75
511_s,21.35
515_s,21.25
517_s,21.43
519_s,21.41
553_s,21.38
521_s,21.49
88_s,1.6
528_s,21.71
525_s,21.57
561_s,0.2
531_s,21.99
535_s,22.04
588_s,0.77
603_s,0.79
538_s,22.18
567_s,22.32
593_s,23
539_s,22.45
598_s,22.64
648_s,22.86
54_s,48.55
57_s,49.27
546_s,41.03
551_s,41.11
559_s,41.16
575_s,41.07
577_s,41.45
555_s,0.26
556_s,0.26
558_s,0.26
56_s,49.57
563_s,13.78
569_s,13.96
565_s,13.96
579_s,14.25
653_s,14.33
677_s,14.89
585_s,56.22
589_s,56.97
622_s,59.49
591_s,23.75
594_s,24.33
600_s,24.11
596_s,24.69
605_s,25.09
615_s,25.22
599_s,22.9
649_s,23.16
601_s,23.15
602_s,23.19
6_s,48.05
658_s,25.07
616_s,24.83
607_s,25.98
628_s,26.39
629_s,26.4
63_s,43.56
610_s,25.96
632_s,26.72
637_s,26.24
619_s,25.62
624_s,61.56
626_s,62.02
627_s,63.07
625_s,62.65
64_s,42.22
633_s,27.52
635_s,27.85
639_s,26.81
638_s,26.65
640_s,27.1
65_s,42.23
643_s,27.37
646_s,28.12
651_s,23.63
656_s,23.77
69_s,42.33
662_s,24.19
654_s,14.64
655_s,14.76
663_s,14.87
665_s,14.84
679_s,25.92
66_s,42.16
669_s,15.12
667_s,15.05
678_s,15.31
673_s,15.23
67_s,42.23
709_s,15.81
674_s,15.35
681_s,25.99
684_s,26.25
691_s,26.53
683_s,26.76
686_s,26.72
692_s,27.02
694_s,27.29
705_s,27.84
696_s,0.78
702_s,0.79
701_s,0.79
707_s,0.8
703_s,0.79
721_s,0.81
710_s,16.46
714_s,16.53
717_s,16.6
726_s,17.13
732_s,17.68
73_s,5.22
734_s,17.76
739_s,65.24
743_s,65.29
744_s,1.32
770_s,66.64
764_s,1.36
766_s,1.33
750_s,4.94
756_s,4.98
75_s,0.94
77_s,1.02
751_s,5.1
758_s,5.09
757_s,5.1
759_s,5.09
761_s,5.11
760_s,5.1
774_s,5.14
906_s,1.44
81_s,0.05
913_s,68.81
916_s,68.38
771_s,5.22
776_s,5.14
782_s,5.19
777_s,5.15
929_s,5.32
935_s,5.48
79_s,5.09
830_s,65.37
795_s,64.97
796_s,1.96
802_s,1.96
838_s,2.01
797_s,2
804_s,62.91
812_s,62.99
817_s,64.38
822_s,64.5399999999999
811_s,65.65
810_s,65.24
825_s,65.71
824_s,66.68
826_s,66.76
886_s,66.01
884_s,68.1
883_s,67.8300000000001
832_s,67.26
851_s,68.63
835_s,67.8500000000001
840_s,2.03
848_s,2.03
842_s,0.09
845_s,0.09
843_s,0.09
847_s,5.78
861_s,5.82
852_s,5.84
849_s,2.06
850_s,2.09
858_s,2.75
853_s,5.89
871_s,5.96
972_s,2.84
943_s,2.8
86_s,1.64
90_s,1.71
862_s,5.84
863_s,5.86
864_s,5.9
873_s,5.93
865_s,5.96
867_s,5.96
880_s,6
869_s,5.96
872_s,6.02
874_s,6.01
91_s,1.7
951_s,6.06
949_s,6.1
889_s,69.43
894_s,69.52
891_s,70.73
893_s,70.65
902_s,70.87
897_s,71.06
898_s,71.05
98_s,1.78
901_s,71.01
904_s,71
909_s,1.45
911_s,1.45
93_s,1.78
915_s,0.14
918_s,5.65
920_s,5.72
921_s,5.76
923_s,5.76
925_s,0.13
926_s,0.01
927_s,5.57
930_s,5.63
931_s,5.63
95_s,1.79
938_s,2.93
941_s,2.96
940_s,2.97
942_s,2.97
944_s,2.84
974_s,2.89
947_s,2.85
948_s,2.85
950_s,6.16
971_s,6.16
954_s,6.13
952_s,6.14
953_s,6.14
968_s,6.14
969_s,6.14
961_s,6.26
962_s,6.31
963_s,6.2
965_s,6.27
964_s,6.14
967_s,6.25
975_s,6.34
966_s,6.27
982_s,6.35
983_s,6.37
992_s,6.28
970_s,6.3
988_s,6.28
978_s,2.94
989_s,6.32
993_s,6.49
994_s,6.49
