NodeType,NodeEID,NodeLabel,HabQuantity,HabUnits,BarrierPerm,NaturalTF,DownstreamEID,DownstreamNodeLabel,DownstreamNeighDistance,DistanceUnits
Branch Junction,707,1049,340.67,Metres,1,F,702,1033,340.67,Metres
Branch Junction,1248,1099,84.28,Metres,1,F,1218,1093,84.28,Metres
Barrier,1276,300051,288.07,Metres,1,F,1218,1093,288.07,Metres
Barrier,764,300083,648.77,Metres,1,F,744,13,648.77,Metres
Source Junction,766,12,129.2,Metres,1,F,744,13,129.2,Metres
Barrier,913,300098,709.98,Metres,0,F,770,14,709.98,Metres
Source Junction,916,17,315.86,Metres,1,F,770,14,315.86,Metres
Source Junction,750,65,663.43,Metres,1,F,748,78,663.43,Metres
Branch Junction,756,73,895.77,Metres,1,F,748,78,895.77,Metres
Branch Junction,944,163,41.51,Metres,1,F,943,159,41.51,Metres
Source Junction,974,148,863.95,Metres,1,F,943,159,863.95,Metres
Barrier,938,300080,225.56,Metres,1,F,972,115,225.56,Metres
Barrier,978,300079,339.27,Metres,1,F,972,115,339.27,Metres
Barrier,840,100027,386.33,Metres,0,F,838,210,386.33,Metres
Branch Junction,848,233,392.54,Metres,1,F,838,210,392.54,Metres
Branch Junction,889,419,753.42,Metres,1,F,884,438,753.42,Metres
Branch Junction,894,437,956.19,Metres,1,F,884,438,956.19,Metres
Branch Junction,1070,491,467.94,Metres,1,F,1062,300012,467.94,Metres
Barrier,1492,300175,2971.3,Metres,1,F,1573,300017,2971.3,Metres
Barrier,1503,300174,2886.09,Metres,1,F,1573,300017,2886.09,Metres
Barrier,1590,300106,2753.46,Metres,1,F,1573,300017,2753.46,Metres
Barrier,1592,300177,2829.29,Metres,1,F,1573,300017,2829.29,Metres
Barrier,1596,300173,2908.57,Metres,1,F,1573,300017,2908.57,Metres
Source Junction,1079,660,53.08,Metres,1,F,1078,676,53.08,Metres
Barrier,1081,300084,197.97,Metres,1,F,1078,676,197.97,Metres
Source Junction,1194,907,252.36,Metres,1,F,1191,300082,252.36,Metres
Barrier,1197,300122,1.34,Metres,1,F,1196,100021,1.34,Metres
Branch Junction,1267,1098,61.7,Metres,1,F,1266,1082,61.7,Metres
Source Junction,1268,1053,251.81,Metres,1,F,1266,1082,251.81,Metres
Barrier,721,100016,456.19,Metres,0,F,707,1049,456.19,Metres
Source Junction,1180,1065,659.3,Metres,1,F,707,1049,659.3,Metres
Barrier,1249,300053,51.65,Metres,1,F,1248,1099,51.65,Metres
Barrier,1273,300052,115.93,Metres,0,F,1248,1099,115.93,Metres
Source Junction,1278,1129,255.42,Metres,1,F,1276,300051,255.42,Metres
Barrier,906,300072,1121.81,Metres,1,F,764,300083,1121.81,Metres
Source Junction,915,7,224.66,Metres,1,F,913,300098,224.66,Metres
Source Junction,751,56,367.88,Metres,1,F,756,73,367.88,Metres
Branch Junction,758,76,180.35,Metres,1,F,756,73,180.35,Metres
Source Junction,947,153,328.07,Metres,1,F,944,163,328.07,Metres
Source Junction,948,166,395.44,Metres,1,F,944,163,395.44,Metres
Branch Junction,941,103,273.95,Metres,1,F,938,300080,273.95,Metres
Source Junction,1043,146,331.37,Metres,1,F,978,300079,331.37,Metres
Branch Junction,842,191,13.1,Metres,1,F,840,100027,13.1,Metres
Source Junction,849,259,166.84,Metres,1,F,848,233,166.84,Metres
Source Junction,850,300,387.5,Metres,1,F,848,233,387.5,Metres
Barrier,891,100029,187.98,Metres,0,F,889,419,187.98,Metres
Source Junction,893,421,11.87,Metres,1,F,889,419,11.87,Metres
Barrier,902,300171,99.55,Metres,1,F,894,437,99.55,Metres
Barrier,1120,300170,237.44,Metres,1,F,894,437,237.44,Metres
Branch Junction,1109,477,921.19,Metres,1,F,1070,491,921.19,Metres
Source Junction,1117,507,760.31,Metres,1,F,1070,491,760.31,Metres
Branch Junction,1090,654,159.74,Metres,1,F,1081,300084,159.74,Metres
Branch Junction,1198,944,16.24,Metres,1,F,1197,300122,16.24,Metres
Source Junction,1271,1072,352.2,Metres,1,F,1267,1098,352.2,Metres
Source Junction,1281,1115,176.53,Metres,1,F,1267,1098,176.53,Metres
Source Junction,1252,1060,195.75,Metres,1,F,1249,300053,195.75,Metres
Source Junction,1253,1086,441.85,Metres,1,F,1273,300052,441.85,Metres
Barrier,909,300108,60.75,Metres,1,F,906,300072,60.75,Metres
Branch Junction,759,74,16.75,Metres,1,F,758,76,16.75,Metres
Barrier,761,300048,116.94,Metres,1,F,758,76,116.94,Metres
Source Junction,940,100,91,Metres,1,F,941,103,91,Metres
Source Junction,942,107,57.56,Metres,1,F,941,103,57.56,Metres
Source Junction,843,194,12.13,Metres,1,F,842,191,12.13,Metres
Barrier,845,200002,125.7,Metres,0,F,842,191,125.7,Metres
Branch Junction,1000,373,597.91,Metres,1,F,891,100029,597.91,Metres
Branch Junction,901,431,12.26,Metres,1,F,902,300171,12.26,Metres
Barrier,1301,300114,820.71,Metres,1,F,1120,300170,820.71,Metres
Branch Junction,1111,474,66.62,Metres,1,F,1109,477,66.62,Metres
Barrier,1115,300134,373.63,Metres,1,F,1109,477,373.63,Metres
Barrier,1092,300194,27.07,Metres,1,F,1090,654,27.07,Metres
Barrier,1099,100022,441.45,Metres,1,F,1090,654,441.45,Metres
Branch Junction,1201,981,207.68,Metres,1,F,1198,944,207.68,Metres
Source Junction,1242,947,401.35,Metres,1,F,1198,944,401.35,Metres
Source Junction,911,5,23.61,Metres,1,F,909,300108,23.61,Metres
Source Junction,757,72,25.31,Metres,1,F,759,74,25.31,Metres
Source Junction,760,75,16.5,Metres,1,F,759,74,16.5,Metres
Branch Junction,774,84,102.3,Metres,1,F,761,300048,102.3,Metres
Branch Junction,847,201,111.16,Metres,1,F,845,200002,111.16,Metres
Barrier,998,300064,269.82,Metres,1,F,1000,373,269.82,Metres
Branch Junction,1010,376,914.88,Metres,1,F,1000,373,914.88,Metres
Branch Junction,897,418,175.96,Metres,1,F,901,431,175.96,Metres
Source Junction,904,430,10.29,Metres,1,F,901,431,10.29,Metres
Source Junction,1358,495,960.22,Metres,1,F,1301,300114,960.22,Metres
Source Junction,1110,466,131.51,Metres,1,F,1111,474,131.51,Metres
Barrier,1126,300169,866.03,Metres,1,F,1111,474,866.03,Metres
Source Junction,1118,510,106.12,Metres,1,F,1115,300134,106.12,Metres
Barrier,1097,100020,291.73,Metres,1,F,1092,300194,291.73,Metres
Branch Junction,1102,642,103.77,Metres,1,F,1099,100022,103.77,Metres
Branch Junction,1202,989,57.15,Metres,1,F,1201,981,57.15,Metres
Source Junction,1243,959,269.24,Metres,1,F,1201,981,269.24,Metres
Barrier,776,100025,42.91,Metres,1,F,774,84,42.91,Metres
Barrier,782,300201,647.03,Metres,1,F,774,84,647.03,Metres
Branch Junction,852,178,259.74,Metres,1,F,847,201,259.74,Metres
Branch Junction,861,204,107.76,Metres,1,F,847,201,107.76,Metres
Source Junction,1001,316,323.76,Metres,1,F,998,300064,323.76,Metres
Source Junction,1011,377,20.7,Metres,1,F,1010,376,20.7,Metres
Barrier,1027,300063,157.97,Metres,1,F,1010,376,157.97,Metres
Source Junction,898,417,25.49,Metres,1,F,897,418,25.49,Metres
Branch Junction,1002,423,974.82,Metres,1,F,897,418,974.82,Metres
Barrier,1128,300115,166.88,Metres,1,F,1126,300169,166.88,Metres
Branch Junction,1103,743,311.25,Metres,1,F,1097,100020,311.25,Metres
Branch Junction,1132,602,1407.63,Metres,1,F,1102,642,1407.63,Metres
Branch Junction,1139,669,631.31,Metres,1,F,1102,642,631.31,Metres
Barrier,1211,100024,312.19,Metres,0,F,1202,989,312.19,Metres
Source Junction,1244,985,226.25,Metres,1,F,1202,989,226.25,Metres
Branch Junction,777,70,107.58,Metres,1,F,776,100025,107.58,Metres
Source Junction,935,83,1400.82,Metres,1,F,782,300201,1400.82,Metres
Source Junction,853,179,20.18,Metres,1,F,852,178,20.18,Metres
Source Junction,871,182,598.88,Metres,1,F,852,178,598.88,Metres
Branch Junction,862,223,150.97,Metres,1,F,861,204,150.97,Metres
Source Junction,863,195,196.81,Metres,1,F,861,204,196.81,Metres
Branch Junction,1025,365,76.86,Metres,1,F,1027,300063,76.86,Metres
Branch Junction,1035,410,694.97,Metres,1,F,1002,423,694.97,Metres
Barrier,1039,300055,541.14,Metres,1,F,1002,423,541.14,Metres
Source Junction,1303,479,669.52,Metres,1,F,1128,300115,669.52,Metres
Branch Junction,1106,771,247.83,Metres,1,F,1103,743,247.83,Metres
Source Junction,1138,739,562.04,Metres,1,F,1103,743,562.04,Metres
Source Junction,1133,603,12.35,Metres,1,F,1132,602,12.35,Metres
Branch Junction,1137,579,403.43,Metres,1,F,1132,602,403.43,Metres
Branch Junction,1140,667,49.94,Metres,1,F,1139,669,49.94,Metres
Source Junction,1170,762,730.09,Metres,1,F,1139,669,730.09,Metres
Source Junction,1209,1031,79.46,Metres,1,F,1211,100024,79.46,Metres
Source Junction,771,54,537.98,Metres,1,F,777,70,537.98,Metres
Branch Junction,929,58,1399.71,Metres,1,F,777,70,1399.71,Metres
Branch Junction,864,237,153.86,Metres,1,F,862,223,153.86,Metres
Branch Junction,873,215,361.86,Metres,1,F,862,223,361.86,Metres
Source Junction,1020,335,213.06,Metres,1,F,1025,365,213.06,Metres
Source Junction,1044,362,339.47,Metres,1,F,1025,365,339.47,Metres
Source Junction,1045,379,559,Metres,1,F,1035,410,559,Metres
Barrier,1049,300075,665.29,Metres,1,F,1035,410,665.29,Metres
Source Junction,1046,443,306.98,Metres,1,F,1039,300055,306.98,Metres
Branch Junction,1107,793,179.47,Metres,1,F,1106,771,179.47,Metres
Source Junction,1141,749,386.44,Metres,1,F,1106,771,386.44,Metres
Branch Junction,1136,553,203.18,Metres,1,F,1137,579,203.18,Metres
Source Junction,1314,609,221.42,Metres,1,F,1137,579,221.42,Metres
Source Junction,1156,643,502.36,Metres,1,F,1140,667,502.36,Metres
Branch Junction,1157,689,253.32,Metres,1,F,1140,667,253.32,Metres
Branch Junction,927,55,202.96,Metres,1,F,929,58,202.96,Metres
Source Junction,931,59,528.58,Metres,1,F,929,58,528.58,Metres
Branch Junction,865,238,5.8,Metres,1,F,864,237,5.8,Metres
Source Junction,867,234,26.1,Metres,1,F,864,237,26.1,Metres
Source Junction,872,197,159.27,Metres,1,F,873,215,159.27,Metres
Source Junction,874,213,109.16,Metres,1,F,873,215,109.16,Metres
Barrier,1053,300137,56.44,Metres,1,F,1049,300075,56.44,Metres
Branch Junction,1142,848,381.07,Metres,1,F,1107,793,381.07,Metres
Source Junction,1150,772,719.73,Metres,1,F,1107,793,719.73,Metres
Barrier,1305,300112,211.66,Metres,1,F,1136,553,211.66,Metres
Branch Junction,1310,584,296.33,Metres,1,F,1136,553,296.33,Metres
Source Junction,1158,733,220.46,Metres,1,F,1157,689,220.46,Metres
Branch Junction,1160,697,376.92,Metres,1,F,1157,689,376.92,Metres
Barrier,918,300066,414.57,Metres,1,F,927,55,414.57,Metres
Source Junction,930,53,262.73,Metres,1,F,927,55,262.73,Metres
Source Junction,869,252,30.94,Metres,1,F,865,238,30.94,Metres
Branch Junction,880,269,376.62,Metres,1,F,865,238,376.62,Metres
Source Junction,1054,407,2.8,Metres,1,F,1053,300137,2.8,Metres
Branch Junction,1145,836,77.67,Metres,1,F,1142,848,77.67,Metres
Barrier,1148,300162,136.67,Metres,1,F,1142,848,136.67,Metres
Branch Junction,1307,529,179.96,Metres,1,F,1305,300112,179.96,Metres
Barrier,1312,300110,17,Metres,1,F,1310,584,17,Metres
Source Junction,1317,624,222.77,Metres,1,F,1310,584,222.77,Metres
Branch Junction,1161,686,105.11,Metres,1,F,1160,697,105.11,Metres
Branch Junction,1162,701,37.13,Metres,1,F,1160,697,37.13,Metres
Branch Junction,920,21,99.29,Metres,1,F,918,300066,99.29,Metres
Source Junction,949,207,322.07,Metres,1,F,880,269,322.07,Metres
Branch Junction,951,280,242.19,Metres,1,F,880,269,242.19,Metres
Branch Junction,1144,834,3.31,Metres,1,F,1145,836,3.31,Metres
Source Junction,1151,839,258.37,Metres,1,F,1145,836,258.37,Metres
Branch Junction,1241,888,190.43,Metres,1,F,1148,300162,190.43,Metres
Source Junction,1318,526,521.49,Metres,1,F,1307,529,521.49,Metres
Branch Junction,1321,554,537.14,Metres,1,F,1307,529,537.14,Metres
Source Junction,1325,600,789.76,Metres,1,F,1312,300110,789.76,Metres
Source Junction,1333,634,413.61,Metres,1,F,1161,686,413.61,Metres
Barrier,1336,100032,521.92,Metres,0,F,1161,686,521.92,Metres
Branch Junction,1168,705,85.26,Metres,1,F,1162,701,85.26,Metres
Branch Junction,1169,737,179.41,Metres,1,F,1162,701,179.41,Metres
Source Junction,921,11,450.74,Metres,1,F,920,21,450.74,Metres
Barrier,923,300092,113,Metres,0,F,920,21,113,Metres
Branch Junction,954,265,135,Metres,1,F,951,280,135,Metres
Branch Junction,971,283,545.79,Metres,1,F,951,280,545.79,Metres
Source Junction,1153,799,476.72,Metres,1,F,1144,834,476.72,Metres
Barrier,1154,100026,337.11,Metres,0,F,1144,834,337.11,Metres
Source Junction,1245,898,96.76,Metres,1,F,1241,888,96.76,Metres
Branch Junction,1247,920,406.26,Metres,1,F,1241,888,406.26,Metres
Branch Junction,1322,569,233.79,Metres,1,F,1321,554,233.79,Metres
Source Junction,1363,547,1073.71,Metres,1,F,1321,554,1073.71,Metres
Branch Junction,1341,661,57.4,Metres,1,F,1336,100032,57.4,Metres
Source Junction,1167,703,22.73,Metres,1,F,1168,705,22.73,Metres
Branch Junction,1338,700,273.98,Metres,1,F,1168,705,273.98,Metres
Barrier,1172,300025,322.46,Metres,0,F,1169,737,322.46,Metres
Source Junction,1346,760,581.68,Metres,1,F,1169,737,581.68,Metres
Barrier,925,400007,211.01,Metres,0,F,923,300092,211.01,Metres
Branch Junction,953,241,89.89,Metres,1,F,954,265,89.89,Metres
Source Junction,969,264,170.66,Metres,1,F,954,265,170.66,Metres
Branch Junction,988,272,102.09,Metres,1,F,971,283,102.09,Metres
Branch Junction,1003,306,197.97,Metres,1,F,971,283,197.97,Metres
Branch Junction,1352,844,1333.97,Metres,1,F,1154,100026,1333.97,Metres
Branch Junction,1246,919,224.06,Metres,1,F,1247,920,224.06,Metres
Branch Junction,1257,982,408.32,Metres,1,F,1247,920,408.32,Metres
Source Junction,1328,562,228.33,Metres,1,F,1322,569,228.33,Metres
Branch Junction,1331,594,322.72,Metres,1,F,1322,569,322.72,Metres
Branch Junction,1343,688,173.86,Metres,1,F,1341,661,173.86,Metres
Source Junction,1372,665,1175.01,Metres,1,F,1341,661,1175.01,Metres
Source Junction,1339,699,133.17,Metres,1,F,1338,700,133.17,Metres
Source Junction,1340,738,215.5,Metres,1,F,1338,700,215.5,Metres
Source Junction,1174,796,49.69,Metres,1,F,1172,300025,49.69,Metres
Source Junction,926,36,8.56,Metres,1,F,925,400007,8.56,Metres
Source Junction,952,224,106.11,Metres,1,F,953,241,106.11,Metres
Branch Junction,968,225,72.7,Metres,1,F,953,241,72.7,Metres
Source Junction,970,258,60.77,Metres,1,F,988,272,60.77,Metres
Source Junction,989,246,237.38,Metres,1,F,988,272,237.38,Metres
Source Junction,995,240,611.39,Metres,1,F,1003,306,611.39,Metres
Branch Junction,1004,314,158.53,Metres,1,F,1003,306,158.53,Metres
Source Junction,1351,811,134.76,Metres,1,F,1352,844,134.76,Metres
Barrier,1354,300039,161.08,Metres,1,F,1352,844,161.08,Metres
Source Junction,1256,925,60.12,Metres,1,F,1246,919,60.12,Metres
Branch Junction,1259,939,852.33,Metres,1,F,1246,919,852.33,Metres
Source Junction,1258,962,80.15,Metres,1,F,1257,982,80.15,Metres
Barrier,1263,300143,103.53,Metres,0,F,1257,982,103.53,Metres
Source Junction,1367,585,346.25,Metres,1,F,1331,594,346.25,Metres
Source Junction,1368,589,660.75,Metres,1,F,1331,594,660.75,Metres
Source Junction,1345,690,91.39,Metres,1,F,1343,688,91.39,Metres
Barrier,1347,400006,378.41,Metres,0,F,1343,688,378.41,Metres
Source Junction,950,216,97.5,Metres,1,F,968,225,97.5,Metres
Branch Junction,964,222,64.25,Metres,1,F,968,225,64.25,Metres
Branch Junction,1006,309,82.06,Metres,1,F,1004,314,82.06,Metres
Source Junction,1019,330,316.78,Metres,1,F,1004,314,316.78,Metres
Branch Junction,1357,832,410.14,Metres,1,F,1354,300039,410.14,Metres
Barrier,1260,400005,12.06,Metres,0,F,1259,939,12.06,Metres
Branch Junction,1400,1000,329.72,Metres,1,F,1259,939,329.72,Metres
Branch Junction,1265,996,15.11,Metres,1,F,1263,300143,15.11,Metres
Branch Junction,1350,761,25.14,Metres,1,F,1347,400006,25.14,Metres
Branch Junction,963,217,44.96,Metres,1,F,964,222,44.96,Metres
Branch Junction,967,211,139.09,Metres,1,F,964,222,139.09,Metres
Source Junction,996,282,271.94,Metres,1,F,1006,309,271.94,Metres
Branch Junction,1014,312,92.54,Metres,1,F,1006,309,92.54,Metres
Branch Junction,1383,775,655.57,Metres,1,F,1357,832,655.57,Metres
Branch Junction,1421,869,313.23,Metres,1,F,1357,832,313.23,Metres
Branch Junction,1397,941,728.97,Metres,1,F,1260,400005,728.97,Metres
Branch Junction,1403,1003,34.92,Metres,1,F,1400,1000,34.92,Metres
Branch Junction,1405,1011,299.25,Metres,1,F,1400,1000,299.25,Metres
Source Junction,1269,995,171.92,Metres,1,F,1265,996,171.92,Metres
Source Junction,1270,1008,249.8,Metres,1,F,1265,996,249.8,Metres
Source Junction,1348,766,45.89,Metres,1,F,1350,761,45.89,Metres
Source Junction,1356,758,488.42,Metres,1,F,1350,761,488.42,Metres
Source Junction,961,200,146.66,Metres,1,F,963,217,146.66,Metres
Branch Junction,965,190,221.94,Metres,1,F,963,217,221.94,Metres
Branch Junction,966,193,180.11,Metres,1,F,967,211,180.11,Metres
Branch Junction,992,206,561.26,Metres,1,F,967,211,561.26,Metres
Branch Junction,1016,317,170.35,Metres,1,F,1014,312,170.35,Metres
Source Junction,1017,308,265.2,Metres,1,F,1014,312,265.2,Metres
Branch Junction,1384,773,52.23,Metres,1,F,1383,775,52.23,Metres
Branch Junction,1385,789,163.66,Metres,1,F,1383,775,163.66,Metres
Source Junction,1422,908,206.59,Metres,1,F,1421,869,206.59,Metres
Source Junction,1470,899,222.82,Metres,1,F,1421,869,222.82,Metres
Barrier,1411,100033,193.51,Metres,0,F,1397,941,193.51,Metres
Barrier,1418,300038,285.3,Metres,1,F,1397,941,285.3,Metres
Barrier,1283,100031,687.79,Metres,0,F,1403,1003,687.79,Metres
Source Junction,1404,1005,13.83,Metres,1,F,1403,1003,13.83,Metres
Source Junction,1406,1036,193.55,Metres,1,F,1405,1011,193.55,Metres
Source Junction,1407,1006,238.03,Metres,1,F,1405,1011,238.03,Metres
Source Junction,962,181,127.59,Metres,1,F,965,190,127.59,Metres
Source Junction,975,164,345.83,Metres,1,F,965,190,345.83,Metres
Source Junction,982,175,418.74,Metres,1,F,966,193,418.74,Metres
Source Junction,983,168,536.55,Metres,1,F,966,193,536.55,Metres
Source Junction,993,188,184.6,Metres,1,F,992,206,184.6,Metres
Source Junction,994,203,213.51,Metres,1,F,992,206,213.51,Metres
Source Junction,1018,319,102.58,Metres,1,F,1016,317,102.58,Metres
Source Junction,1021,326,96.43,Metres,1,F,1016,317,96.43,Metres
Barrier,1377,300008,487,Metres,1,F,1384,773,487,Metres
Source Junction,1380,685,578.29,Metres,1,F,1384,773,578.29,Metres
Branch Junction,1386,785,200.29,Metres,1,F,1385,789,200.29,Metres
Branch Junction,1387,854,380.14,Metres,1,F,1385,789,380.14,Metres
Source Junction,1408,880,197.95,Metres,1,F,1411,100033,197.95,Metres
Branch Junction,1420,979,21.11,Metres,1,F,1418,300038,21.11,Metres
Source Junction,1284,1138,187.57,Metres,1,F,1283,100031,187.57,Metres
Source Junction,1369,620,430.13,Metres,1,F,1377,300008,430.13,Metres
Branch Junction,1390,763,174.87,Metres,1,F,1386,785,174.87,Metres
Source Junction,1392,797,205.69,Metres,1,F,1386,785,205.69,Metres
Source Junction,1388,857,12.62,Metres,1,F,1387,854,12.62,Metres
Source Junction,1393,831,245.91,Metres,1,F,1387,854,245.91,Metres
Source Junction,1423,934,346.6,Metres,1,F,1420,979,346.6,Metres
Branch Junction,1425,1004,244.32,Metres,1,F,1420,979,244.32,Metres
Source Junction,1389,729,180.52,Metres,1,F,1390,763,180.52,Metres
Source Junction,1391,770,138.95,Metres,1,F,1390,763,138.95,Metres
Branch Junction,1426,1029,156.76,Metres,1,F,1425,1004,156.76,Metres
Branch Junction,1473,952,446.41,Metres,1,F,1425,1004,446.41,Metres
Barrier,1432,300018,173.79,Metres,1,F,1426,1029,173.79,Metres
Barrier,1437,300165,228.7,Metres,1,F,1426,1029,228.7,Metres
Source Junction,1424,926,146.01,Metres,1,F,1473,952,146.01,Metres
Branch Junction,1474,937,92.85,Metres,1,F,1473,952,92.85,Metres
Source Junction,1434,1096,180.38,Metres,1,F,1432,300018,180.38,Metres
Branch Junction,1439,1077,132.59,Metres,1,F,1437,300165,132.59,Metres
Source Junction,1471,912,172.02,Metres,1,F,1474,937,172.02,Metres
Branch Junction,1477,929,64.78,Metres,1,F,1474,937,64.78,Metres
Branch Junction,1440,1103,109.58,Metres,1,F,1439,1077,109.58,Metres
Barrier,1445,300164,75.46,Metres,1,F,1439,1077,75.46,Metres
Source Junction,1472,909,147.02,Metres,1,F,1477,929,147.02,Metres
Branch Junction,1478,936,67.77,Metres,1,F,1477,929,67.77,Metres
Source Junction,1458,1112,162.41,Metres,1,F,1440,1103,162.41,Metres
Barrier,1487,300176,368.11,Metres,0,F,1440,1103,368.11,Metres
Source Junction,1485,1052,672.46,Metres,1,F,1445,300164,672.46,Metres
Source Junction,1480,922,188.96,Metres,1,F,1478,936,188.96,Metres
Branch Junction,1481,966,163.49,Metres,1,F,1478,936,163.49,Metres
Source Junction,1489,1137,483.31,Metres,1,F,1487,300176,483.31,Metres
Source Junction,1479,992,115.62,Metres,1,F,1481,966,115.62,Metres
Source Junction,1482,983,134.94,Metres,1,F,1481,966,134.94,Metres
