sections,DCI_as
1_s,99.57
101_s,100.01
100_s,99.97
103_s,100.01
107_s,100.02
110_s,99.99
111_s,100
104_s,99.96
105_s,99.99
108_s,100.03
109_s,100.01
113_s,86.44
114_s,87.07
128_s,88.27
115_s,88.96
161_s,92.17
116_s,88.82
118_s,90.49
164_s,93.53
15_s,100.04
14_s,100
12_s,99.99
120_s,91.9200000000001
125_s,93.43
131_s,95.9999999999999
172_s,95.6499999999999
130_s,91.93
162_s,94.78
133_s,69.17
138_s,64.3
65_s,67.42
135_s,71.5
62_s,70.61
136_s,79.44
141_s,80.45
142_s,80.81
66_s,54.98
139_s,72.22
23_s,99.99
149_s,84.01
151_s,84
145_s,86.42
146_s,88.65
147_s,88.63
148_s,88.6
155_s,6.16
233_s,89.98
18_s,99.98
17_s,100.02
152_s,85.97
153_s,86.1499999999999
154_s,86.43
160_s,88.31
157_s,6.35
158_s,6.58
236_s,6.65
159_s,6.62
254_s,7.64
237_s,89.47
163_s,99.96
168_s,99.95
173_s,99.99
166_s,99.28
167_s,99.25
258_s,99.58
259_s,99.67
170_s,99.92
263_s,99.92
171_s,0.05
392_s,94.69
174_s,43.46
175_s,45.73
195_s,48.4
176_s,10.25
178_s,10.87
177_s,9.46
242_s,10.82
196_s,11.92
19_s,100.03
183_s,54.91
184_s,52.65
194_s,54.94
203_s,54.85
4_s,100.04
193_s,54.96
198_s,51.82
197_s,13.06
201_s,13.49
280_s,15
200_s,53.5
207_s,55.56
2_s,96.54
20_s,99.99
21_s,99.98
205_s,15.49
202_s,5.35
318_s,7.03
319_s,7.18
204_s,4.63
206_s,17.86
216_s,17.97
209_s,58.85
210_s,59.1
211_s,59.21
22_s,100.02
213_s,0.23
221_s,60.65
229_s,59.96
214_s,0.23
215_s,3.75
231_s,3.91
339_s,3.98
217_s,19.79
218_s,19.83
36_s,99.97
220_s,63.22
224_s,65.09
226_s,64.43
223_s,63.3
337_s,65.54
225_s,65.24
227_s,65.79
330_s,67.76
228_s,66.24
333_s,68.97
338_s,70.45
230_s,0.22
24_s,99.99
232_s,8.21
234_s,90.4
244_s,91.57
235_s,7.34
248_s,7.64
239_s,6.97
241_s,91.31
262_s,91.31
240_s,7.17
25_s,99.97
243_s,11.88
245_s,91.9
246_s,91.89
247_s,91.8999999999999
281_s,90.99
251_s,91.85
249_s,7.96
250_s,8.12
26_s,99.96
252_s,8.39
255_s,91.53
253_s,8.71
282_s,90.2700000000001
261_s,99.65
266_s,99.67
268_s,99.62
27_s,100.01
270_s,90.32
264_s,99.94
265_s,99.56
394_s,99.4600000000001
267_s,99.64
273_s,99.59
301_s,99.54
28_s,99.96
271_s,88.17
272_s,87.97
292_s,87.5
294_s,86.98
274_s,99.5300000000001
275_s,99.51
276_s,99.56
278_s,99.55
277_s,0
279_s,0.49
37_s,99.97
285_s,89.31
288_s,89.02
283_s,89.02
289_s,88.48
284_s,88.83
291_s,87.93
286_s,88.26
287_s,88
375_s,87.2
373_s,87.15
374_s,87.21
290_s,87.92
376_s,85.97
34_s,95.09
29_s,95.5
31_s,92.2300000000001
381_s,86.13
297_s,86.75
298_s,86.9299999999999
295_s,86.66
300_s,86.89
296_s,86.53
313_s,88.34
310_s,86.46
314_s,87.89
3_s,96.51
302_s,87.42
304_s,87.38
305_s,87.23
306_s,87.17
412_s,0.56
316_s,86.72
317_s,86.65
35_s,91.31
33_s,92.0600000000001
311_s,86.04
312_s,86.9
315_s,87.58
320_s,1
321_s,76.72
322_s,74.94
323_s,77.75
324_s,80.04
325_s,78.14
326_s,73.89
327_s,70.83
329_s,69.58
331_s,69.88
342_s,72.71
334_s,70.56
335_s,70.59
343_s,72.5
336_s,71.98
344_s,76.41
340_s,75.03
341_s,74.91
345_s,77.32
379_s,78.05
355_s,80.31
348_s,82.33
365_s,84.08
346_s,78.13
347_s,79.83
369_s,84.74
349_s,83.18
350_s,83.91
71_s,83.52
351_s,89.49
352_s,85.77
357_s,89.53
354_s,84.36
367_s,85.86
359_s,88.92
360_s,88.6
364_s,90.81
362_s,90.89
363_s,90.26
371_s,91.66
366_s,86.99
368_s,89.09
370_s,88.57
38_s,99.94
372_s,88.88
377_s,84.9
378_s,84.85
383_s,79.7
52_s,100
40_s,99.99
380_s,84.8
382_s,84.85
384_s,80.93
385_s,82.59
386_s,84.05
387_s,84.74
388_s,87.12
389_s,87.17
390_s,92.97
393_s,92.84
397_s,92.05
395_s,90.92
400_s,89.87
398_s,90.68
399_s,89.61
411_s,89.42
6_s,99.87
41_s,100.06
42_s,100.02
402_s,87.69
403_s,87.58
406_s,87.58
407_s,0.02
408_s,8.98
413_s,9.15
415_s,9.28
45_s,99.98
414_s,3.1
416_s,9.45
417_s,9.96
43_s,100.01
44_s,99.98
48_s,99.9999999999999
46_s,99.99
47_s,100.02
49_s,99.98
58_s,99.98
50_s,100
55_s,100
51_s,100.03
56_s,100.02
99_s,99.97
70_s,100.02
59_s,100.03
60_s,100.01
61_s,100.04
7_s,99.54
64_s,70.96
63_s,70.57
67_s,48.52
68_s,80.24
78_s,79.25
73_s,80.03
8_s,98.88
72_s,80.37
74_s,82.53
86_s,80.04
88_s,84.55
85_s,83.46
79_s,77.86
82_s,74.28
80_s,77.12
9_s,98.81
84_s,78.37
81_s,77.2
87_s,82.2100000000001
89_s,85.75
93_s,86.21
90_s,85.79
92_s,86.07
96_s,86.8
94_s,86.66
98_s,87.01
97_s,88.44
