sections,DCI_as
1384_s,38.04
1385_s,38.64
1386_s,42.15
1387_s,42.93
1390_s,47.08
1392_s,47.28
1388_s,47.52
1393_s,49.33
1389_s,48.74
1391_s,48.39
1411_s,26.75
1418_s,27.03
141_s,54.94
142_s,57.75
1403_s,57.16
1405_s,56.94
1404_s,57.14
1406_s,55.93
1407_s,55.9
1408_s,0.95
1420_s,27.71
1423_s,28.86
1425_s,28.51
1422_s,35.83
1470_s,35.94
1424_s,34.11
1473_s,31.61
1426_s,30.87
1432_s,33.22
1437_s,33.37
143_s,0.84
1434_s,33.87
1439_s,33.88
1440_s,34.86
1445_s,34.77
1458_s,35.38
1487_s,36.31
1485_s,37.7
145_s,94.29
147_s,92.76
148_s,93.15
164_s,92.59
1471_s,35.13
1472_s,35.21
1474_s,33.91
1477_s,34.79
1478_s,34.97
1481_s,35.55
1480_s,35.69
1479_s,36.39
158_s,95.23
1482_s,36.51
1489_s,3.25
150_s,85.42
195_s,81.29
1492_s,99.99
155_s,92.25
1503_s,99.99
156_s,97.41
157_s,97.32
1590_s,99.99
1592_s,100.01
1596_s,99.99
163_s,95.22
70_s,96.42
467_s,95.02
166_s,92.62
176_s,93.08
171_s,91.27
20_s,100.03
17_s,100
474_s,89.29
482_s,88.28
177_s,0.01
180_s,62.71
181_s,35.97
183_s,39.59
191_s,40.48
185_s,38.79
186_s,38.91
187_s,39.92
188_s,40.22
193_s,45.82
488_s,50.29
506_s,52.33
199_s,73.54
212_s,66.18
217_s,70.21
7_s,77.84
21_s,100
200_s,72.76
204_s,73.55
203_s,72.87
209_s,75.72
205_s,72.42
206_s,72.15
207_s,72.28
229_s,75.22
232_s,75.1
22_s,100.02
216_s,72.73
218_s,74.61
219_s,73.78
221_s,74.11
224_s,74.16
24_s,100.02
238_s,76.78
227_s,74.62
228_s,77.94
544_s,79.25
230_s,75.36
231_s,74.59
233_s,75.28
234_s,75.6
235_s,75.8
236_s,75.87
240_s,84.9
37_s,100.03
243_s,85.96
246_s,87.61
543_s,92.37
253_s,100.01
248_s,99.97
259_s,99.99
26_s,87.93
260_s,100
261_s,100
263_s,100.01
264_s,100.01
265_s,100.01
267_s,100
278_s,99.73
281_s,99.74
279_s,99.75
290_s,99.73
29_s,94.56
293_s,98.65
318_s,99.71
300_s,98.26
299_s,95.95
335_s,94.93
340_s,96.57
326_s,98.41
305_s,99.33
313_s,99.35
306_s,99.35
310_s,99.33
312_s,99.32
315_s,99.23
316_s,99.17
317_s,99.19
330_s,100.02
355_s,98.53
341_s,95.97
366_s,99.97
332_s,92.7
338_s,92.24
411_s,87.28
345_s,94.16
348_s,94.57
360_s,94.02
352_s,94.47
350_s,95.09
61_s,98.29
35_s,98.3
423_s,96.37
364_s,98.83
426_s,91.27
428_s,100.01
430_s,99.95
369_s,99.99
371_s,100
386_s,100.02
378_s,73.76
401_s,66.81
404_s,62.32
381_s,100
383_s,100
735_s,100.01
388_s,99.99
392_s,100
737_s,66.63
406_s,0.02
409_s,39.87
748_s,42.67
749_s,43.05
41_s,61.73
42_s,60.28
414_s,81.58
416_s,80.74
418_s,79.29
422_s,81.2
44_s,59.99
438_s,87.48
788_s,90.81
448_s,76.78
433_s,99.99
581_s,99.99
43_s,59.79
437_s,100.02
583_s,99.99
439_s,64.98
791_s,63.84
47_s,53.99
794_s,11.53
447_s,0.66
450_s,63.94
454_s,61.34
449_s,63.03
459_s,65.04
803_s,67.62
466_s,92.01
462_s,96.57
809_s,89.58
51_s,44.01
486_s,88.23
48_s,15.84
82_s,16.03
52_s,15.93
484_s,86.62
495_s,86.22
497_s,85.3
518_s,61.71
516_s,57.75
499_s,0.17
502_s,12.41
50_s,15.8
587_s,14.41
508_s,67.1
533_s,11.53
511_s,65.46
515_s,63.64
517_s,67.66
519_s,67.55
553_s,67.44
521_s,66.76
88_s,16.35
528_s,69.49
525_s,67.6
561_s,1.36
531_s,69.74
535_s,70.31
588_s,13.83
603_s,15.75
538_s,71.17
567_s,71.44
593_s,71.65
539_s,71.56
598_s,73.77
648_s,74.2
54_s,72.21
57_s,69.2
546_s,97.85
551_s,97.72
559_s,100.01
575_s,99.99
577_s,100.02
555_s,1.96
556_s,2.06
558_s,2.06
56_s,67.4
563_s,29.24
569_s,31.73
565_s,31.4
579_s,34.22
653_s,35.99
677_s,35.37
585_s,100.02
589_s,100
622_s,99.97
594_s,79.35
591_s,73.75
600_s,73.57
596_s,83.13
605_s,83.69
615_s,84.13
599_s,75.11
649_s,75.05
601_s,74.75
602_s,74.62
6_s,75.07
658_s,73.69
616_s,73.97
607_s,86.54
628_s,86.77
629_s,86.78
63_s,99.98
632_s,86.82
637_s,87.74
610_s,86.9200000000001
619_s,76.56
624_s,99.96
626_s,100.01
627_s,100.03
625_s,100.02
64_s,99.96
633_s,88.01
635_s,87.48
639_s,90.21
638_s,89.27
640_s,91.28
65_s,99.99
643_s,77.3
646_s,78.32
651_s,76.64
656_s,76.76
69_s,100.02
662_s,78.28
654_s,41.31
655_s,42.33
663_s,44.6
665_s,44.04
679_s,74.47
66_s,99.99
669_s,50.19
667_s,49.54
678_s,50.81
673_s,51.49
67_s,100.03
709_s,68.73
674_s,53.36
681_s,74.44
684_s,74.68
691_s,74.87
683_s,76.51
686_s,76.47
692_s,76.59
694_s,77.13
705_s,75.87
696_s,5.02
702_s,5.12
701_s,5.08
707_s,5.56
703_s,5.37
721_s,6.42
710_s,76.29
714_s,77.09
717_s,78.05
726_s,83.88
732_s,92.71
73_s,47.65
734_s,96.07
739_s,72.66
743_s,72.71
744_s,18.87
770_s,73.51
764_s,21.21
766_s,20.28
750_s,47.15
756_s,48.06
75_s,9.06
77_s,9.45
751_s,52.95
758_s,52.08
757_s,53.85
759_s,53.71
761_s,54.21
760_s,53.8
774_s,58.58
906_s,25.36
81_s,0.43
913_s,73.8
916_s,73.4
771_s,62.55
776_s,58.81
782_s,62.31
777_s,59.39
929_s,66.45
935_s,73.32
79_s,47.14
830_s,64.94
795_s,71.29
796_s,12.86
802_s,13.03
838_s,13.89
797_s,13.22
804_s,71.21
812_s,71.4
817_s,71.96
822_s,72.92
811_s,87.77
810_s,88.25
825_s,88.82
824_s,87.14
826_s,86.73
886_s,79.28
884_s,85.9
883_s,86.01
832_s,65.91
851_s,64.84
835_s,65.8
840_s,14.88
848_s,14.9
842_s,0.61
845_s,0.62
843_s,0.61
847_s,43.06
861_s,43.45
852_s,44.15
849_s,15.34
850_s,15.66
858_s,36.1
853_s,48.69
871_s,51.63
972_s,40.2
943_s,38.36
86_s,16.52
90_s,16.84
862_s,44.98
863_s,45.15
864_s,49.37
873_s,50.42
865_s,49.38
867_s,49.51
880_s,51.29
869_s,49.55
872_s,52.78
874_s,52.51
91_s,16.91
951_s,54.15
949_s,54.49
889_s,83.7
894_s,83.6
891_s,83.6
893_s,83.68
902_s,83.53
897_s,83.46
898_s,83.44
98_s,17.79
901_s,83.53
904_s,83.53
909_s,29.35
911_s,29.43
93_s,17.47
915_s,2.75
918_s,77.79
920_s,87.6
921_s,89.53
923_s,88.09
925_s,1.98
926_s,0.08
927_s,75.92
930_s,77.32
931_s,77.5
95_s,17.51
938_s,47.13
941_s,48.51
940_s,48.98
942_s,48.81
944_s,42.03
974_s,45.52
947_s,43.37
948_s,43.66
950_s,58.82
971_s,59.62
954_s,57.55
952_s,58.54
953_s,58.01
968_s,58.37
969_s,58.37
961_s,59.67
962_s,61.8
963_s,58.86
965_s,60.04
964_s,58.67
967_s,59.37
975_s,62.77
966_s,60.3
982_s,63.12
983_s,63.36
992_s,61.9
970_s,61.54
988_s,60.07
978_s,47.7
989_s,62.44
993_s,70.54
994_s,70.63
