sections,DCI_as
556_s,5.41
558_s,5.45
56_s,78.21
563_s,37.77
569_s,42.93
565_s,41.83
579_s,45.08
653_s,52.52
677_s,52.45
585_s,99.97
589_s,100
622_s,99.96
594_s,88.45
591_s,84.78
600_s,83.8100000000001
596_s,91.9
605_s,92.69
615_s,93.65
599_s,80.62
649_s,81.4
601_s,81.27
602_s,81.45
6_s,88.14
658_s,80.84
616_s,84.38
607_s,94.83
628_s,96.61
629_s,96.64
63_s,99.99
632_s,97.1
637_s,96.97
610_s,96.11
619_s,86.71
624_s,100
626_s,100
627_s,99.99
625_s,100.01
64_s,100
633_s,96.8300000000001
635_s,96.56
639_s,98.11
638_s,97.79
640_s,98.77
65_s,99.97
643_s,79.89
646_s,80.73
651_s,83.38
656_s,83.77
69_s,100
662_s,85.04
654_s,63.27
655_s,64.09
663_s,67.78
665_s,66.24
679_s,78.37
66_s,100
669_s,73.29
667_s,72.24
678_s,71.45
673_s,76.41
67_s,99.99
709_s,85.28
674_s,78.15
681_s,78.02
684_s,76.63
691_s,78.86
683_s,75.19
686_s,75.04
692_s,74.04
694_s,72.35
705_s,68.03
696_s,11.88
702_s,12.55
701_s,12.19
707_s,14.41
703_s,13.19
721_s,17.32
710_s,93.09
714_s,93.46
717_s,94.13
726_s,96.53
732_s,99.26
73_s,58.38
734_s,99.53
739_s,72.09
743_s,74.74
744_s,30.63
770_s,76.21
764_s,37.19
766_s,34.24
750_s,63.51
756_s,68.72
75_s,11.77
77_s,13.48
751_s,77.95
758_s,77.85
757_s,79.49
759_s,79.32
761_s,79.95
760_s,79.46
774_s,81.29
906_s,46.4
81_s,0.7
913_s,80.13
916_s,79.88
771_s,84.86
776_s,82.16
782_s,84.13
777_s,82.87
929_s,87.11
935_s,90.33
79_s,57.53
830_s,72.92
795_s,86.58
796_s,25.12
802_s,26.67
838_s,25.56
797_s,25.92
804_s,80.12
812_s,79.81
817_s,83.45
822_s,84.91
811_s,91.47
810_s,93.33
825_s,94.6
824_s,88.79
826_s,90.33
886_s,90.41
884_s,85.56
883_s,88.11
832_s,64.07
851_s,54.73
835_s,63.53
840_s,24.71
848_s,26.78
842_s,1.24
845_s,1.23
843_s,1.24
847_s,61.23
861_s,63.29
852_s,63.05
849_s,28.82
850_s,29.39
858_s,55.77
853_s,64.3
871_s,65.37
972_s,62.19
943_s,60.06
86_s,29.92
90_s,32.37
862_s,65.48
863_s,64.81
864_s,67.97
873_s,67.76
865_s,69.19
867_s,69.24
880_s,71.64
869_s,69.29
872_s,69.42
874_s,69.3
91_s,30.83
951_s,75.79
949_s,75.14
889_s,80.18
894_s,85.74
891_s,74.93
893_s,76.08
902_s,88.25
897_s,88.79
898_s,89.22
98_s,35.48
901_s,88.45
904_s,88.51
909_s,57.12
911_s,57.67
93_s,34.96
915_s,6.15
918_s,93.33
920_s,93.99
921_s,94.13
923_s,93.98
925_s,4.15
926_s,0.18
927_s,92.59
930_s,93.5
931_s,93.02
95_s,35.49
938_s,68.99
941_s,70.98
940_s,72.65
942_s,72.55
944_s,62.47
974_s,64.56
947_s,63.51
948_s,63.7
950_s,80.22
971_s,79.33
954_s,77.91
952_s,79.6
953_s,78.93
968_s,79.63
969_s,78.98
961_s,81.21
962_s,82.6
963_s,80.64
965_s,81.41
964_s,80.23
967_s,80.96
975_s,83.2
966_s,82.16
982_s,83.92
983_s,84.17
992_s,83.08
970_s,82.79
988_s,82.25
978_s,69.33
989_s,83.18
993_s,85.68
994_s,85.75
