sections,DCI_as
10_s,97.5
2_s,94.04
998_s,36.41
1000_s,29.99
1010_s,40.47
1001_s,39.57
1002_s,91.35
1035_s,95.28
1039_s,94.92
1004_s,83.96
1003_s,82.6
995_s,85.02
1006_s,84.87
1019_s,85.39
1014_s,85.37
996_s,85.8
1011_s,50.03
1027_s,51.08
1016_s,86.07
1017_s,86.34
1018_s,86.88
1021_s,86.85
1020_s,55.5
1025_s,53.25
1044_s,56.38
1045_s,97.99
1049_s,98.05
1046_s,96.8
104_s,59.14
1043_s,72.06
1053_s,99.4
105_s,66.77
137_s,70.82
1054_s,99.49
1056_s,99.98
1108_s,100.02
1058_s,93.97
1060_s,100
1062_s,100.02
1070_s,100.02
1068_s,99.75
1065_s,97.74
1075_s,99.7
1109_s,100.01
1117_s,99.98
1076_s,99.11
1077_s,92.56
1078_s,88.75
1083_s,89.72
1079_s,88.78
1081_s,87.87
1090_s,86.38
1085_s,81.4
1104_s,82.76
1105_s,82.02
109_s,61.82
111_s,66.03
113_s,66.11
1092_s,85.56
1099_s,86.63
1097_s,84.06
1103_s,80.72
1102_s,87.62
110_s,66.57
1132_s,90.6600000000001
1139_s,87.46
1106_s,77.23
1138_s,80.62
1107_s,74.38
1141_s,76.72
1142_s,70.55
1150_s,75.11
1111_s,99.99
1115_s,100
1110_s,99.99
1126_s,100
1118_s,100.04
1120_s,88.37
1301_s,90.04
1128_s,99.99
1303_s,99.99
114_s,66.72
1133_s,94.6
1137_s,95.39
1136_s,96.73
1305_s,97.53
1310_s,97.5800000000001
1314_s,96.65
1140_s,86.86
1170_s,87.32
116_s,67.14
1156_s,87.09
1157_s,86.4
1145_s,67.45
1148_s,67.39
1144_s,67.18
1153_s,67.73
1154_s,65.73
1151_s,67.49
1241_s,66.45
1352_s,33.57
1158_s,85.95
1160_s,85.02
124_s,69.82
138_s,69.64
1161_s,83.6100000000001
1162_s,84.05
1333_s,82.89
1336_s,80.95
1168_s,83.96
1169_s,83.91
1167_s,83.91
1338_s,83.77
1172_s,83.58
1346_s,83.34
1174_s,0.49
1175_s,80.27
1176_s,81.23
1177_s,81.13
1215_s,83.8
1184_s,81.13
1187_s,80.45
1180_s,17.91
1181_s,28.3
1218_s,40.49
1219_s,36.98
1191_s,80.16
1196_s,79.48
1194_s,80.54
1197_s,15.75
1198_s,15.82
1201_s,16.59
1242_s,16.56
1202_s,17.61
1243_s,17.98
1211_s,18.44
1244_s,18.28
1209_s,1.15
1216_s,87.86
1266_s,88.98
1248_s,50.64
1276_s,52.03
1223_s,99.92
1221_s,97.92
1225_s,99.99
1573_s,100.01
1557_s,100.01
126_s,73.91
140_s,74.16
1245_s,66
1247_s,64.53
1246_s,62.38
1256_s,61.66
1259_s,58.02
1257_s,63.42
1249_s,51.62
1273_s,51.92
1252_s,53.24
1253_s,8.97
1258_s,63.91
1263_s,63.87
1260_s,53.97
1400_s,54.26
1397_s,37.44
1265_s,3.53
1269_s,3.65
1270_s,3.7
1267_s,90.69
1268_s,90.86
1271_s,91.1
1281_s,90.92
1278_s,56.06
1283_s,54.3
1284_s,2.31
130_s,96.62
149_s,92.62
1358_s,93.78
1307_s,98.27
1318_s,99.1
1321_s,99.11
1312_s,98.31
1317_s,98.53
1325_s,98.92
132_s,99.97
133_s,99.75
1322_s,99.97
1363_s,99.94
1328_s,99.99
1331_s,100.01
99_s,99.69
1367_s,99.98
1368_s,100
1341_s,16.49
1339_s,83.53
1340_s,83.39
1343_s,17.21
1372_s,19.09
1345_s,17.96
1347_s,18.48
1350_s,6.78
1348_s,6.88
1356_s,7.26
1351_s,50.08
1354_s,51
1357_s,56.73
1383_s,66.91
1421_s,63.28
1369_s,85.05
1377_s,78.03
1380_s,78.5
1384_s,74.36
1385_s,75.2
1386_s,78.06
1387_s,79.19
1390_s,80.83
1392_s,81.01
1388_s,82.32
1393_s,83.91
1389_s,83.46
1391_s,83.18
1411_s,44.45
1418_s,45.96
141_s,78.46
142_s,80.07
1403_s,54.48
1405_s,54.59
1404_s,54.47
1406_s,54.66
1407_s,54.64
1408_s,1.96
1420_s,48.57
1423_s,49.94
1425_s,50.46
1422_s,66.99
1470_s,67.08
1424_s,58.08
1473_s,54.67
1426_s,53.27
1432_s,54.88
1437_s,55.26
143_s,1.96
1434_s,56.4
1439_s,57.15
1440_s,58.31
1445_s,58.25
1458_s,59.53
1487_s,60.1
1485_s,61.56
145_s,97.04
147_s,96.99
148_s,96.92
164_s,96.37
1471_s,59.28
1472_s,59.89
1474_s,57.96
1477_s,58.83
1478_s,59.53
1481_s,60.74
1480_s,60.81
1479_s,62.25
158_s,97.47
1482_s,62.35
1489_s,6.83
150_s,94.57
195_s,85.68
1492_s,100
155_s,97.68
1503_s,100.01
156_s,98.23
157_s,98.31
1590_s,100
1592_s,100
1596_s,99.99
163_s,98.08
70_s,98.57
467_s,97.94
166_s,95.53
176_s,96.05
171_s,92.01
20_s,99.97
17_s,100
474_s,88.82
482_s,83.73
177_s,0.02
180_s,62.73
181_s,41.4
183_s,48.18
191_s,52.19
185_s,50.58
186_s,51.07
187_s,51.51
188_s,52.07
193_s,62.4
488_s,68.05
506_s,75.12
199_s,77.2
212_s,68.83
217_s,76.42
7_s,89.82
21_s,100.02
200_s,79.2
204_s,80.87
203_s,82.9
209_s,84.65
205_s,82.43
206_s,82.89
207_s,83.52
229_s,83.78
232_s,85.67
22_s,100
216_s,79.59
218_s,82.86
219_s,85.86
221_s,86.22
224_s,86.27
24_s,100
238_s,90.59
227_s,86.93
228_s,87.77
544_s,89.95
230_s,83.98
231_s,84.25
233_s,86.12
234_s,86.79
235_s,87.74
236_s,88.7
240_s,96.27
37_s,100
243_s,96.95
246_s,97.44
543_s,98.66
253_s,100.02
248_s,99.98
259_s,100.02
26_s,98.91
260_s,100
261_s,99.99
263_s,100
264_s,100
265_s,100
267_s,100
278_s,100.03
281_s,100.01
279_s,99.92
290_s,99.99
29_s,99.77
293_s,99.94
318_s,100
300_s,99.93
299_s,99.78
335_s,98.7
340_s,99.84
326_s,99.77
305_s,99.79
313_s,99.92
306_s,99.6
310_s,99.45
312_s,99.41
315_s,99.52
316_s,99.6
317_s,99.32
330_s,100
355_s,99.77
341_s,98.68
366_s,99.97
332_s,97.36
338_s,96.68
411_s,93.85
345_s,97.49
348_s,97.72
360_s,97.15
352_s,98
350_s,98.46
61_s,99.95
35_s,99.97
423_s,99.01
364_s,99.92
426_s,94.94
428_s,100.02
430_s,100.02
369_s,100
371_s,100.01
386_s,99.99
378_s,79.68
401_s,74.69
404_s,61.3
381_s,99.96
383_s,100
735_s,100.02
388_s,100
392_s,99.99
737_s,75.6
406_s,0.05
409_s,53.39
748_s,58.41
749_s,56.1
41_s,75.74
42_s,73.32
414_s,90.64
416_s,89.6
418_s,87.92
422_s,91.3
44_s,72.43
438_s,94.59
788_s,96.84
448_s,83.15
433_s,100.02
581_s,100
43_s,72.03
437_s,99.98
583_s,100.05
439_s,76.53
791_s,80.02
47_s,64.76
794_s,22.53
447_s,1.65
450_s,72.32
454_s,66.51
449_s,70.27
459_s,72.24
803_s,75.92
466_s,97.19
462_s,99.27
809_s,94.9
51_s,41.8
486_s,89.31
48_s,26.44
82_s,25.43
52_s,27.31
484_s,77.44
495_s,75.75
497_s,76.02
518_s,69.01
516_s,69.91
499_s,0.4
502_s,25.59
50_s,26.35
587_s,29.31
508_s,67.49
533_s,29.21
511_s,70.21
515_s,70.99
517_s,69.15
519_s,69.19
553_s,69.24
521_s,68.97
88_s,28.52
528_s,71.28
525_s,68.02
561_s,3.14
531_s,74.35
535_s,75.06
588_s,34.72
603_s,38.07
538_s,76.68
567_s,75.83
593_s,81.46
539_s,78.3
598_s,79.36
648_s,79.56
54_s,85.5
57_s,80.58
546_s,99.86
551_s,99.85
559_s,99.98
575_s,100.01
577_s,100
555_s,4.88
