sections,DCI_as
1_s,100.02
101_s,100.01
100_s,100.01
103_s,100
107_s,100.04
110_s,100
111_s,100.01
104_s,100.01
105_s,99.97
108_s,100.03
109_s,100
114_s,100.02
113_s,100.01
128_s,99.98
115_s,100.01
161_s,99.95
116_s,99.99
118_s,99.99
164_s,99.71
14_s,100.01
15_s,100.02
12_s,100.04
120_s,99.91
125_s,99.95
131_s,99.99
172_s,100.02
130_s,99.94
162_s,99.9
133_s,87.6600000000001
138_s,77.54
65_s,87.7
135_s,90.61
62_s,92.28
136_s,88.42
141_s,87.69
142_s,86.95
66_s,56.56
139_s,92.09
23_s,100.01
149_s,85.96
151_s,85.7
145_s,86.12
146_s,86.03
147_s,85.04
148_s,85.09
155_s,15.3
233_s,84.65
18_s,100
17_s,99.99
152_s,85.11
153_s,84.17
154_s,84.29
160_s,84.8
157_s,16.49
158_s,19.15
236_s,19.68
159_s,19.55
254_s,25.82
237_s,87.23
163_s,99.94
168_s,99.9
173_s,99.9
166_s,99.4
167_s,99.34
258_s,99.32
259_s,99.14
170_s,99.85
263_s,99.84
171_s,0.21
392_s,92.9300000000001
174_s,36.39
175_s,41.21
195_s,48.5
176_s,39.51
178_s,41.83
177_s,35.41
242_s,42.21
196_s,50.77
19_s,99.99
183_s,50.98
184_s,53.53
194_s,51.73
203_s,52.01
4_s,99.98
193_s,50.98
198_s,56.51
197_s,57.05
201_s,58.46
280_s,62.64
200_s,58.53
207_s,67.91
2_s,100
20_s,100.02
21_s,100
205_s,63.88
202_s,20.7
318_s,32.03
319_s,32.74
204_s,16.85
206_s,70.02
216_s,70.37
209_s,75.26
210_s,75.33
211_s,77.09
22_s,100.02
213_s,0.47
221_s,81.03
229_s,78.42
214_s,0.48
215_s,8.19
231_s,9.84
339_s,10.5
217_s,72.56
218_s,72.65
36_s,99.98
220_s,84.61
224_s,84.6
226_s,86.21
223_s,84.46
337_s,84.11
225_s,88.42
227_s,88.54
330_s,88.62
228_s,88.38
333_s,88.47
338_s,88.42
230_s,0.47
24_s,99.99
232_s,30.37
234_s,84.27
244_s,83.99
235_s,26.98
248_s,28.24
239_s,22.59
241_s,90.15
262_s,90.61
240_s,25.9
25_s,100.01
243_s,52.59
245_s,83.68
246_s,83.65
247_s,83.48
281_s,84.36
251_s,83.29
249_s,31.02
250_s,32.3
26_s,100.02
252_s,38.08
255_s,83.07
253_s,38.79
282_s,85.55
261_s,99.5899999999999
266_s,99.1
268_s,99.05
27_s,100.02
270_s,98.46
264_s,99.79
265_s,98.85
394_s,98.72
267_s,98.91
273_s,98.85
301_s,98.76
28_s,99.98
271_s,100
272_s,100.01
292_s,100
294_s,100.01
274_s,98.83
275_s,98.82
276_s,98.8
278_s,98.79
277_s,0.01
279_s,1.21
37_s,100.01
285_s,87.26
288_s,87.98
283_s,87.25
289_s,88.64
284_s,88.45
291_s,89.63
286_s,89.86
287_s,97.7
375_s,98.13
373_s,98.14
374_s,98.18
290_s,98.08
376_s,99.45
34_s,99.99
31_s,100.04
29_s,100
381_s,99.99
297_s,100.04
298_s,100
295_s,100.01
300_s,100.01
296_s,100.01
313_s,99.99
310_s,100
314_s,99.99
3_s,100.01
302_s,80.97
304_s,80.87
305_s,80.73
306_s,80.63
412_s,0.84
316_s,80.07
317_s,79.83
35_s,99.99
33_s,99.99
311_s,100
312_s,100
315_s,100
320_s,1.82
321_s,88.7
322_s,89.36
323_s,89.32
324_s,89.44
325_s,89.66
326_s,89.51
327_s,89.64
329_s,90.1
331_s,90.2
342_s,89.92
334_s,90.1
335_s,87.89
343_s,90
336_s,89.5900000000001
344_s,91.76
340_s,90.72
341_s,90.55
345_s,91.27
379_s,91.66
355_s,92.09
348_s,96.49
365_s,96.36
346_s,91.27
347_s,92.69
369_s,97.58
349_s,98.49
350_s,100.03
71_s,100.01
351_s,97.85
352_s,96.75
357_s,97.81
354_s,97.41
367_s,97.55
359_s,100
360_s,99.98
364_s,99.99
362_s,99.99
363_s,100.02
371_s,100
366_s,100
368_s,100
370_s,99.99
38_s,99.98
372_s,100.01
377_s,99.99
378_s,100
383_s,91.62
52_s,100
40_s,100
380_s,100
382_s,99.99
384_s,97.49
385_s,98.36
386_s,98.34
387_s,98.23
388_s,99.99
389_s,99.95
390_s,84.42
393_s,84.4
397_s,83.26
395_s,83.08
400_s,82.51
398_s,82.94
399_s,81.74
411_s,81.59
6_s,100.01
41_s,99.95
42_s,100.01
402_s,81.24
403_s,81.13
406_s,81.13
407_s,0.03
408_s,13.64
413_s,13.83
415_s,14.01
45_s,99.99
414_s,4.64
416_s,14.16
417_s,14.4
43_s,100.01
44_s,99.98
48_s,99.98
46_s,100.02
47_s,100.01
49_s,100.04
58_s,100.02
50_s,100
55_s,99.99
51_s,99.98
56_s,100.02
99_s,100
70_s,100.01
59_s,99.99
60_s,100.02
61_s,100.01
7_s,100
64_s,96.34
63_s,98.5
67_s,44.58
68_s,99.39
78_s,94.55
73_s,99.35
8_s,100.01
72_s,99.97
74_s,100.01
86_s,99.98
88_s,99.99
85_s,100.02
79_s,92.03
82_s,89.33
80_s,90.11
9_s,100
84_s,89.69
81_s,90.2
87_s,100.02
89_s,100
93_s,100
90_s,99.99
92_s,100.01
96_s,100.03
94_s,100
98_s,99.96
97_s,99.97
