sections,DCI_as
333_s,44.33
338_s,44.99
230_s,0.18
24_s,85.38
232_s,6.14
234_s,71.99
244_s,72.72
235_s,5.07
248_s,5.15
239_s,4.92
241_s,72.65
262_s,72.78
240_s,5.04
25_s,85.69
243_s,7.01
245_s,73.21
246_s,73.26
247_s,73.43
281_s,73.87
251_s,73.61
249_s,5.22
250_s,5.25
26_s,85.73
252_s,5.3
255_s,73.84
253_s,5.34
282_s,74.62
261_s,76.84
266_s,78.33
268_s,78.83
27_s,85.91
270_s,73.97
264_s,78.98
265_s,79.73
394_s,81.21
267_s,78.98
273_s,79.66
301_s,80.57
28_s,86.27
271_s,75.3700000000001
272_s,75.4100000000001
292_s,75.75
294_s,75.82
274_s,80.35
275_s,80.44
276_s,80.46
278_s,80.67
277_s,0
279_s,0.22
37_s,86.8700000000001
285_s,75.21
288_s,75.24
283_s,75.59
289_s,76.01
284_s,75.9000000000001
291_s,76.49
286_s,76.21
287_s,76.58
375_s,77.1
373_s,77.17
374_s,77.15
290_s,76.3500000000001
376_s,77.49
34_s,74.61
29_s,74.94
31_s,74.02
381_s,77.59
297_s,76.28
298_s,76.5000000000001
295_s,76.26
300_s,76.4600000000001
296_s,76.58
313_s,77.31
310_s,77.21
314_s,77.6
3_s,75.3
302_s,85.2000000000001
304_s,85.62
305_s,85.72
306_s,85.9600000000001
412_s,0.23
316_s,86.6200000000001
317_s,86.7000000000001
35_s,73.6000000000001
33_s,73.98
311_s,77.46
312_s,77.57
315_s,77.8
320_s,0.73
321_s,46.89
322_s,46.19
323_s,47.61
324_s,48.52
325_s,47.81
326_s,45.81
327_s,45.42
329_s,45.08
331_s,45.17
342_s,46.18
334_s,45.38
335_s,45.16
343_s,46.37
336_s,45.51
344_s,47.17
340_s,46.68
341_s,46.65
345_s,47.79
379_s,48.13
355_s,49.24
348_s,49.47
365_s,50.34
346_s,48.52
347_s,49.36
369_s,52.02
349_s,51.14
350_s,51.73
71_s,72.05
351_s,56.21
352_s,53.48
357_s,56.4
354_s,51.79
367_s,53.33
359_s,58.17
360_s,58.46
364_s,60.23
362_s,63.41
363_s,62.47
371_s,63.21
366_s,52.49
368_s,55.54
370_s,54.13
38_s,87.55
372_s,56.6
377_s,78.3
378_s,78.3500000000001
383_s,49.34
52_s,88.94
40_s,87.77
380_s,78.4700000000001
382_s,78.31
384_s,50.17
385_s,50.87
386_s,51.7
387_s,52.29
388_s,53.62
389_s,53.84
390_s,81.6100000000001
393_s,81.6400000000001
397_s,82.7100000000001
395_s,83.56
400_s,84.34
398_s,83.7
399_s,84.38
411_s,84.46
6_s,76.88
41_s,87.78
42_s,87.8500000000001
402_s,84.9300000000001
403_s,85.21
406_s,85.16
407_s,0.01
408_s,3.56
413_s,3.64
415_s,3.72
45_s,88.0800000000001
414_s,1.29
416_s,3.94
417_s,4.09
43_s,87.9900000000001
44_s,88.1300000000001
48_s,88.46
46_s,88.27
47_s,88.48
49_s,88.8
58_s,89.2000000000001
50_s,89.36
51_s,90.15
55_s,91.09
56_s,92.22
99_s,92.68
70_s,92.94
59_s,90.0100000000001
60_s,90.28
61_s,90.74
7_s,76.13
64_s,66.63
63_s,66.7
67_s,59.29
68_s,70.58
78_s,69.75
73_s,70.4500000000001
8_s,75.86
72_s,70.95
74_s,71.3
86_s,70.6100000000001
88_s,72.03
85_s,71.67
79_s,68.9
82_s,67.6
80_s,68.44
9_s,75.81
84_s,68.9
81_s,68.47
87_s,70.68
89_s,72.58
93_s,72.65
90_s,72.58
92_s,72.71
96_s,72.93
94_s,72.8
98_s,72.93
97_s,73.1
