sections,DCI_as
1_s,100
101_s,100.01
100_s,99.99
103_s,100.01
107_s,100.01
110_s,100
111_s,100
104_s,99.99
105_s,99.99
108_s,99.99
109_s,100
114_s,100
113_s,100
128_s,99.99
115_s,100
161_s,100
116_s,100.01
118_s,99.99
164_s,100
14_s,100
15_s,100
12_s,100
120_s,100
125_s,100.01
131_s,100
172_s,99.99
130_s,100
162_s,100
133_s,100
138_s,100
65_s,100
135_s,100
62_s,100
141_s,100.01
142_s,100.01
136_s,99.99
66_s,100
139_s,100.01
23_s,99.99
149_s,99.99
151_s,100
145_s,92.47
146_s,79.09
147_s,71.52
148_s,74.4
155_s,39.75
233_s,86.73
17_s,100
18_s,100
152_s,100
153_s,100
154_s,100
160_s,100
157_s,83.26
158_s,99.99
236_s,100
159_s,100
254_s,100
237_s,100
163_s,100.01
168_s,100
173_s,100
166_s,100
167_s,100.01
258_s,99.99
259_s,100
170_s,99.5
263_s,100.01
171_s,4.73
392_s,100
174_s,85.9
175_s,35.52
195_s,67.11
176_s,100
178_s,100
177_s,100
242_s,100
196_s,100.01
19_s,100
183_s,100
184_s,99.99
194_s,100
203_s,64.65
4_s,100
193_s,100
198_s,100
197_s,100
201_s,100
280_s,99.99
200_s,100.01
207_s,96.46
2_s,100.01
20_s,100
21_s,100
205_s,100
202_s,78.87
318_s,100
319_s,100
204_s,60.65
206_s,100
216_s,100
209_s,90.94
210_s,74.63
211_s,93.85
22_s,100
213_s,14.18
221_s,97.87
229_s,88.7
214_s,10.19
215_s,76.38
231_s,96.32
339_s,96.32
217_s,100
218_s,100
36_s,100.01
220_s,100.01
224_s,100.01
226_s,100
223_s,100.01
337_s,99.99
225_s,100.01
227_s,100
330_s,100.01
228_s,99.99
333_s,99.99
338_s,99.99
230_s,31
24_s,100
232_s,76.23
234_s,100
244_s,100
235_s,100
248_s,99.99
239_s,100.01
241_s,100
262_s,100
240_s,100.01
25_s,100
243_s,100
245_s,100
246_s,100
247_s,99.99
281_s,100
251_s,100
249_s,100
250_s,100
26_s,100
252_s,100
255_s,100
253_s,100
282_s,100
261_s,100
266_s,100
268_s,100
27_s,100
270_s,100
264_s,100
265_s,100
394_s,100
267_s,99.99
273_s,99.98
301_s,100
28_s,100
271_s,99.99
272_s,99.99
292_s,100
294_s,100.01
274_s,99.6
275_s,99.98
276_s,99.44
278_s,91.59
277_s,0.15
279_s,34.24
37_s,99.99
285_s,100
288_s,100.01
283_s,100
289_s,100
284_s,100
291_s,99.99
286_s,100
287_s,100
375_s,100
373_s,100.01
374_s,100
290_s,100
376_s,100
34_s,100.01
31_s,100
29_s,99.98
381_s,100.01
297_s,99.99
298_s,99.99
295_s,100
300_s,100
296_s,100
313_s,100
310_s,100.01
314_s,100
3_s,99.99
304_s,97.65
305_s,72.92
302_s,91.78
306_s,100
412_s,14.99
316_s,100
317_s,100
33_s,100
35_s,100
311_s,100
312_s,99.99
315_s,100
320_s,54.89
321_s,100
322_s,78.53
324_s,100
323_s,100
325_s,100
326_s,68.01
327_s,89.3
329_s,100
331_s,100.01
342_s,100
334_s,100.01
335_s,100
343_s,99.99
336_s,100
344_s,100.01
340_s,100
341_s,100
345_s,100.01
379_s,100.01
355_s,100
348_s,100
365_s,100
346_s,100
347_s,100
369_s,100
350_s,100
349_s,100.01
71_s,100
351_s,100
352_s,100
357_s,100.01
354_s,100
367_s,99.99
359_s,100
360_s,100
364_s,99.99
362_s,100
363_s,99.99
371_s,100
366_s,100
368_s,100
370_s,100
38_s,100
372_s,100
377_s,100
378_s,100
383_s,100.01
40_s,99.99
52_s,100
380_s,100.01
382_s,100
384_s,100
385_s,100
386_s,99.99
387_s,100
388_s,99.99
389_s,100
390_s,99.99
393_s,100.01
397_s,100
400_s,93.79
395_s,100
398_s,100
399_s,99.99
411_s,100
6_s,100.01
41_s,100.02
42_s,100
402_s,83.66
403_s,79.82
406_s,63.24
407_s,0.36
408_s,57.68
413_s,73.21
415_s,78.18
45_s,99.99
414_s,71.76
416_s,100
417_s,100
43_s,99.97
44_s,99.99
48_s,100.01
46_s,100
47_s,100.01
49_s,100.02
58_s,100
50_s,100.01
51_s,100
55_s,100
56_s,100
99_s,100
70_s,100
59_s,100
60_s,100
61_s,100
7_s,100.01
64_s,99.99
63_s,100
67_s,89.04
68_s,100
73_s,100
78_s,99.99
8_s,100
72_s,100.01
74_s,100
86_s,100
88_s,100
85_s,100
79_s,100
82_s,99.99
80_s,100
9_s,99.99
84_s,100.01
81_s,100
87_s,100
89_s,99.99
93_s,99.99
90_s,100.01
92_s,99.99
96_s,100
94_s,100.02
98_s,100
97_s,99.99
