sections,DCI_as
1985_s,100
2056_s,100
1965_s,70.51
1972_s,68.44
1974_s,68.11
1973_s,66.5
1978_s,60.66
2024_s,51.35
198_s,99.99
1981_s,99.58
2027_s,100
2029_s,100
2074_s,99.99
1990_s,69.27
1991_s,65.42
1992_s,52.16
1996_s,4.65
1993_s,41.93
1997_s,49.58
2005_s,40.93
2_s,84.72
2001_s,51.61
2012_s,89.19
2011_s,82.12
2013_s,93.36
2077_s,97.33
2014_s,75.92
2017_s,80.12
2018_s,84.41
2022_s,94.18
2023_s,99.99
2049_s,100
204_s,99.99
203_s,99.98
2032_s,100
2031_s,99.98
2035_s,100
2039_s,99.99
2044_s,100.01
205_s,100.01
2040_s,100.01
2043_s,99.96
2047_s,99.99
2071_s,100
2046_s,99.99
2068_s,99.97
2050_s,100
2051_s,99.98
2065_s,100
2057_s,99.99
2059_s,100.01
2062_s,100
2066_s,100
2067_s,99.98
2069_s,99.98
2088_s,94.65
2097_s,98.61
2070_s,100.01
2072_s,100.01
2073_s,99.99
2075_s,100
2076_s,100.02
2080_s,100
2081_s,72.31
2082_s,94.7
2086_s,63.27
2089_s,90.47
209_s,99.99
299_s,100
2093_s,61.83
2095_s,84.2
2155_s,86.42
2094_s,20.32
2098_s,97.23
2100_s,97.7
2104_s,69.39
2110_s,97.86
29_s,100
21_s,100
6_s,100.01
2114_s,98.27
2106_s,45.55
2108_s,49.59
2130_s,33.2
211_s,100.01
2131_s,97.28
2116_s,99.38
2122_s,99.99
54_s,90.16
48_s,100
2148_s,99.99
2151_s,99.98
215_s,68.99
230_s,80.24
2136_s,38.72
2133_s,96.42
2134_s,96.32
2135_s,95.89
2142_s,94.27
2223_s,97.08
2139_s,90.21
2144_s,16.64
2146_s,93.97
2152_s,95.7
2233_s,94.8
2150_s,99.98
239_s,56.39
2237_s,98.36
2158_s,100.01
2159_s,100
2160_s,100
2166_s,99.99
2193_s,100.01
2169_s,100.01
2176_s,100.02
2173_s,100.01
2174_s,99.99
2178_s,100.01
2179_s,100
2180_s,100.01
2186_s,99.99
2188_s,100
2191_s,100.01
2197_s,77.95
2303_s,79.06
220_s,90.86
222_s,98.09
227_s,99.84
2201_s,59.42
2308_s,72.07
2212_s,44.9
2205_s,50.52
2206_s,52.32
2207_s,55.67
2208_s,49.34
2209_s,59.76
2216_s,69.59
2309_s,90.88
2319_s,91.21
229_s,97.73
242_s,87.3
2220_s,100
2221_s,100
2222_s,99.98
2226_s,50.13
2230_s,41.78
2227_s,51.72
2228_s,68.52
2242_s,48.35
2232_s,93.87
2235_s,97.02
2253_s,99.29
2268_s,99.29
2238_s,99.46
2240_s,99.86
2239_s,94.67
2271_s,75.35
2285_s,93.35
2245_s,6.06
2246_s,23.92
2251_s,26.55
225_s,98.63
2250_s,30.06
2255_s,27.05
2265_s,99.55
2276_s,96.96
2254_s,7.86
2256_s,7.86
2263_s,17.04
2343_s,48.7
2353_s,99.95
247_s,96.4
2281_s,57.8
2278_s,92.55
2279_s,87.3
2283_s,91.57
2323_s,78.23
2332_s,90.57
2282_s,88.42
2373_s,92.42
2287_s,90.11
2288_s,72.43
2292_s,87.74
2290_s,55.2
245_s,98.66
2298_s,42
2296_s,51.97
2302_s,24.51
2301_s,54.52
27_s,100
23_s,100
2374_s,60.38
2304_s,36.93
2305_s,47.65
2311_s,91.33
233_s,100.01
2312_s,84.81
2315_s,90.43
2316_s,64.6
2313_s,77.95
2318_s,26.3
2326_s,61.97
2327_s,54.54
2329_s,62.03
2335_s,62.03
235_s,100
2341_s,100.01
2379_s,100.01
2350_s,100
2339_s,100.01
2355_s,100
2344_s,100
2345_s,99.99
2356_s,100.01
2364_s,100
2357_s,100
2393_s,99.99
2358_s,99.98
2359_s,99.99
237_s,100.01
2371_s,98.46
2361_s,99.86
2367_s,89.8
2402_s,76.17
2368_s,94.02
2369_s,96.13
2404_s,95.6
238_s,99.99
2380_s,99.99
2384_s,100.01
2392_s,100
2387_s,100
2389_s,99.98
2394_s,100
2397_s,97.97
240_s,100
2408_s,100
2398_s,93.65
2399_s,86.44
2400_s,22.8
28_s,99.99
24_s,100
2403_s,35.84
2405_s,42.49
2406_s,40.42
2407_s,52.92
244_s,73.46
72_s,80.73
264_s,34.43
246_s,100
248_s,84.71
255_s,85.95
252_s,74.04
268_s,53.09
261_s,94.99
257_s,93.18
269_s,96.73
263_s,100
266_s,100
272_s,99.96
276_s,99.99
270_s,100.01
32_s,100
274_s,99.98
283_s,100
319_s,100.01
277_s,100
278_s,100.01
323_s,99.99
284_s,100
288_s,100
287_s,100.01
296_s,100.01
293_s,100
34_s,99.99
291_s,100
297_s,100
321_s,100
300_s,99.99
301_s,99.99
3_s,99.99
303_s,100
314_s,100
302_s,100.01
304_s,100
307_s,99.99
305_s,99.99
306_s,100.01
322_s,100.01
308_s,99.99
309_s,99.99
312_s,99.99
316_s,99.99
315_s,100
318_s,100
317_s,100.02
333_s,100
320_s,100
325_s,99.99
339_s,100
329_s,99.99
331_s,100.01
336_s,99.99
340_s,99.54
344_s,100
351_s,100
342_s,100
346_s,100
353_s,100
35_s,100
350_s,97.63
356_s,100.01
357_s,99.99
359_s,100
364_s,100.01
361_s,100
362_s,100
363_s,99.99
366_s,100.01
371_s,99.99
487_s,99.96
491_s,99.99
372_s,99.98
373_s,100
405_s,100.02
375_s,100.01
378_s,100.01
395_s,99.99
381_s,100
382_s,100
385_s,100
397_s,100
39_s,99.99
390_s,100
393_s,100.01
392_s,99.99
394_s,99.99
40_s,100.02
402_s,100
408_s,100
409_s,55.5
41_s,99.99
65_s,100
410_s,100.01
411_s,99.99
412_s,99.99
413_s,99.99
414_s,99.98
577_s,99.99
416_s,100.02
418_s,99.97
417_s,100
421_s,100.04
419_s,100
423_s,100
424_s,80.54
432_s,74.27
425_s,82.21
426_s,46.72
427_s,44.5
429_s,42.1
428_s,66.61
430_s,75.1
447_s,88.66
434_s,94.57
441_s,100
442_s,100
520_s,100.01
443_s,99.97
445_s,99.98
457_s,100
446_s,99.98
45_s,100.01
46_s,100
452_s,100
453_s,99.99
459_s,100
458_s,99.96
455_s,100
621_s,99.98
615_s,100
47_s,100.01
460_s,90.96
462_s,94.2
463_s,89.4
466_s,90.96
465_s,94.66
473_s,90.42
467_s,82.25
469_s,70.83
470_s,77.14
486_s,44.52
52_s,100
474_s,99.99
478_s,100
482_s,100
476_s,99.97
485_s,99.97
481_s,98.11
483_s,74.64
488_s,99.92
490_s,99.75
489_s,98.87
494_s,100
511_s,100.01
495_s,100
496_s,99.98
501_s,100
499_s,100.01
503_s,100.01
50_s,99.99
66_s,100
67_s,100
506_s,100
505_s,99.99
513_s,99.99
51_s,100
515_s,100.01
517_s,99.98
519_s,99.99
559_s,100
60_s,100
522_s,100
526_s,100.01
525_s,99.98
527_s,99.98
541_s,99.99
528_s,99.98
529_s,100
530_s,100.02
531_s,100
532_s,99.99
533_s,100.01
534_s,100
540_s,99.99
535_s,99.99
539_s,100.01
536_s,100
545_s,100
58_s,75.37
551_s,99.97
542_s,99.99
544_s,100.01
697_s,99.99
554_s,100
546_s,100
547_s,99.99
548_s,100.01
549_s,100.01
550_s,99.99
552_s,100
553_s,100.02
558_s,100.01
699_s,100
563_s,99.99
564_s,99.92
567_s,97.22
710_s,99.9
711_s,90.12
574_s,100
576_s,99.99
578_s,100
598_s,99.98
580_s,100
61_s,35.15
583_s,80.23
585_s,91.01
639_s,100.02
596_s,100.01
602_s,100
641_s,100.02
603_s,100
609_s,99.99
606_s,99.6
642_s,100
612_s,100
613_s,100
617_s,100
618_s,100
62_s,100
64_s,100
620_s,81.04
627_s,61.65
622_s,99.98
623_s,100.01
634_s,99.99
638_s,99.99
698_s,100
631_s,86.14
635_s,100
688_s,100
640_s,99.99
654_s,99.99
644_s,99.99
646_s,99.99
651_s,99.99
672_s,100.01
649_s,99.98
69_s,100
681_s,100.01
652_s,100.02
658_s,100.02
666_s,100
662_s,100.01
663_s,100
665_s,100.01
664_s,100.01
674_s,100
676_s,100.02
777_s,99.99
678_s,100
679_s,100.02
785_s,100.02
683_s,100.03
684_s,99.99
779_s,100
689_s,100
877_s,99.99
690_s,100
693_s,100
694_s,35.89
695_s,5.73
696_s,79.61
701_s,100
708_s,100
704_s,99.99
705_s,100
709_s,100
725_s,99.99
732_s,99.99
714_s,87.54
715_s,69.01
719_s,56.66
718_s,54.2
749_s,75.67
720_s,75.54
74_s,88.8
721_s,80.07
722_s,84.18
727_s,100
741_s,94.4
730_s,100
737_s,99.99
738_s,98.95
739_s,99.99
75_s,99.12
900_s,98.84
857_s,94.79
742_s,24.66
745_s,96.23
746_s,95.66
747_s,94.6
748_s,94.17
750_s,95.79
76_s,100
910_s,99.95
751_s,99.63
753_s,98.51
760_s,99.83
759_s,90.06
762_s,100
765_s,100
768_s,99.99
772_s,100.03
771_s,100
77_s,44.14
774_s,100.01
861_s,100
871_s,94.99
780_s,99.99
78_s,100
811_s,100
782_s,98.59
784_s,65.56
786_s,100
788_s,78.27
799_s,100
808_s,100.02
86_s,91.82
801_s,100.01
805_s,99.18
842_s,96.44
846_s,100
813_s,86.21
827_s,98.18
815_s,58.76
817_s,77.62
821_s,85.97
823_s,91.07
825_s,86.52
833_s,83.14
829_s,99.99
83_s,74.81
830_s,78.08
832_s,25.87
840_s,82.11
851_s,100.01
845_s,99.99
850_s,100.01
85_s,82.32
853_s,100
858_s,99.99
862_s,99.99
89_s,81.88
864_s,100.01
874_s,100.01
866_s,41.86
869_s,43.7
867_s,74.16
872_s,90.33
876_s,100
878_s,100
880_s,99.99
969_s,100
968_s,100.01
883_s,99.99
882_s,99.99
884_s,100.02
890_s,99.98
887_s,99.99
885_s,100
972_s,100.01
99_s,86.5
90_s,75.71
926_s,100
895_s,99.99
919_s,93.84
897_s,100.01
935_s,99.99
899_s,99.66
903_s,86.18
904_s,60.09
909_s,61
914_s,87.28
907_s,73.37
908_s,77.05
911_s,99.91
912_s,100.01
915_s,100.01
918_s,99.51
940_s,100.01
922_s,92.11
924_s,73.27
930_s,17.69
928_s,84.22
93_s,99.98
937_s,59.38
938_s,100
942_s,100.01
948_s,99.98
943_s,100.01
945_s,100
946_s,100
95_s,99.99
953_s,100
955_s,100
962_s,99.88
964_s,75.56
957_s,98.82
959_s,98.96
96_s,99.98
987_s,53.2
965_s,100
966_s,99.98
967_s,99.99
970_s,100
97_s,99.98
977_s,99.99
980_s,100
973_s,100.01
974_s,99.99
975_s,99.99
981_s,100.01
990_s,42.4
992_s,71.01
999_s,87.25
