sections,DCI_as
2_s,99.99
10_s,100
998_s,100
1010_s,99.99
1000_s,78.85
1001_s,100
1035_s,100
1039_s,100
1002_s,100
1004_s,100.01
1003_s,100
995_s,100.01
1006_s,100
1019_s,99.98
1014_s,99.99
996_s,99.99
1011_s,100
1027_s,100
1016_s,99.99
1017_s,99.99
1018_s,99.98
1021_s,99.99
1020_s,100.01
1025_s,100
1044_s,100.01
1045_s,100
1049_s,99.99
1046_s,100
104_s,64.91
1043_s,100.01
1053_s,100.01
105_s,99.99
137_s,99.99
1054_s,100
1108_s,100
1056_s,100.01
1058_s,100
1060_s,100
1062_s,100
1070_s,100.01
1068_s,100
1065_s,100
1075_s,100
1109_s,100
1117_s,100
1076_s,100.01
1077_s,100.01
1078_s,100.01
1083_s,100
1079_s,100.01
1081_s,100
1090_s,100
1104_s,100
1105_s,100
1085_s,100.01
109_s,80.05
111_s,100
113_s,100
1092_s,100.02
1099_s,99.99
1097_s,100.01
1103_s,100
1102_s,99.99
110_s,100.01
1132_s,99.99
1139_s,99.99
1106_s,100
1138_s,100.01
1107_s,99.99
1141_s,100.01
1142_s,97.52
1150_s,100
1111_s,99.99
1115_s,100.01
1110_s,100
1126_s,100
1118_s,100
1120_s,100
1301_s,100.01
1128_s,100
1303_s,100
114_s,100
1133_s,100.01
1137_s,99.99
1136_s,100.01
1305_s,100
1310_s,100
1314_s,100
1140_s,100
1170_s,100
116_s,99.99
1156_s,99.99
1157_s,100
1145_s,92.72
1148_s,97.58
1144_s,91.84
1153_s,86.63
1154_s,62.64
1151_s,89.14
1241_s,100
1352_s,80.27
1158_s,99.99
1160_s,99.99
124_s,100
138_s,100
1161_s,100
1162_s,99.99
1333_s,99.98
1336_s,62.07
1168_s,100.01
1169_s,99.67
1167_s,99.99
1338_s,100.01
1172_s,95.33
1346_s,99.38
1174_s,14.82
1176_s,99.99
1175_s,99.99
1177_s,100
1215_s,100.01
1184_s,99.98
1187_s,94.02
1180_s,100.01
1218_s,93.24
1219_s,100
1181_s,73.09
1191_s,91.87
1196_s,56.77
1194_s,99.96
1197_s,66.74
1198_s,68.57
1201_s,79.61
1242_s,76.13
1202_s,91.97
1243_s,92.58
1211_s,86.57
1244_s,93.86
1209_s,22.27
1216_s,99.99
1266_s,100
1248_s,86.92
1276_s,91.8
1223_s,100.01
1221_s,99.99
1225_s,100
1573_s,100
1557_s,99.99
126_s,100
140_s,100
1245_s,100.01
1247_s,100.01
1246_s,100
1256_s,100
1259_s,78.31
1257_s,87.64
1249_s,84.93
1273_s,77.61
1252_s,86.41
1253_s,45.49
1258_s,66.43
1263_s,56.24
1260_s,67.72
1400_s,78.92
1397_s,55.77
1265_s,53.38
1269_s,54.52
1270_s,55.89
1267_s,100.01
1268_s,100
1271_s,100
1281_s,99.99
1278_s,100.01
1283_s,86.96
1284_s,31.52
130_s,100
149_s,100
1358_s,100
1307_s,99.99
1318_s,99.99
1321_s,99.99
1312_s,100
1317_s,100.01
1325_s,100
133_s,100
132_s,99.99
1322_s,99.99
1363_s,100
1328_s,100
1331_s,100
99_s,100
1367_s,99.99
1368_s,99.99
1341_s,75.48
1339_s,100
1340_s,100
1343_s,80.78
1372_s,82.5
1345_s,86.78
1347_s,68.09
1350_s,56.9
1348_s,60.76
1356_s,72.41
1351_s,100
1354_s,100
1357_s,100
1383_s,100.02
1421_s,99.99
1369_s,100
1377_s,100.01
1380_s,100
1384_s,100
1385_s,99.98
1386_s,100
1387_s,99.99
1390_s,100
1392_s,100.01
1388_s,99.99
1393_s,100
1389_s,100
1391_s,100
1411_s,82.87
1418_s,96.36
141_s,100
142_s,100.01
1403_s,94.49
1405_s,94.32
1404_s,95.95
1406_s,100
1407_s,100
1408_s,29.06
1420_s,100.01
1423_s,100
1425_s,100
1422_s,100
1470_s,100
1424_s,100.01
1473_s,99.99
1426_s,99.99
1432_s,100.01
1437_s,100.01
143_s,26.93
1434_s,100.01
1439_s,99.99
1440_s,97.38
1445_s,100.01
1458_s,96.38
1487_s,76.41
1485_s,100
145_s,84.07
148_s,95.26
147_s,99.24
164_s,99.07
1471_s,99.98
1472_s,100.01
1474_s,100.01
1477_s,100
1478_s,99.99
1481_s,100
1480_s,100
1479_s,100
158_s,97.6
1482_s,100.01
1489_s,69.09
150_s,100.01
195_s,100
1492_s,100
155_s,100.01
1503_s,100
156_s,100
157_s,100
1590_s,99.99
1592_s,99.99
1596_s,100
163_s,99.99
70_s,100
467_s,100
166_s,99.98
176_s,99.73
171_s,100
20_s,100
17_s,100
474_s,99.99
482_s,99.07
177_s,0.67
181_s,79.74
180_s,51.43
183_s,99.99
191_s,99.99
185_s,100.01
186_s,100.01
187_s,100
188_s,100
193_s,100
488_s,99.99
506_s,100
199_s,100.01
212_s,80.09
217_s,100.01
7_s,100
21_s,100
200_s,100
204_s,100
203_s,100.01
209_s,100
205_s,100.01
206_s,100
207_s,99.99
229_s,100.01
232_s,99.99
22_s,99.99
216_s,100
218_s,99.99
219_s,100.01
221_s,100.01
224_s,100
24_s,100.01
238_s,100
227_s,100.01
228_s,100
544_s,100
230_s,99.98
231_s,100
233_s,99.99
234_s,100
235_s,100.01
236_s,100
240_s,100
37_s,99.99
243_s,100
246_s,99.99
543_s,99.99
253_s,100
248_s,100
259_s,100
26_s,100.01
260_s,99.99
261_s,100
263_s,99.99
264_s,100
265_s,100.01
267_s,99.99
278_s,100
281_s,100
279_s,100.02
290_s,99.99
29_s,100
293_s,99.98
318_s,100.01
300_s,99.99
299_s,99.99
335_s,100.01
340_s,100.01
326_s,100.01
305_s,99.99
313_s,100
306_s,99.99
310_s,100
312_s,100.01
315_s,100
316_s,100
317_s,100
330_s,100
341_s,100.01
355_s,100
366_s,100
332_s,99.99
338_s,100
411_s,99.99
345_s,100
348_s,100.01
360_s,99.98
352_s,100
350_s,100
35_s,99.99
61_s,100
423_s,100
364_s,99.99
426_s,100
428_s,100
430_s,100
369_s,100
371_s,100.01
386_s,100.01
401_s,100
404_s,87.41
378_s,100
381_s,99.99
383_s,99.99
735_s,100
388_s,100.01
392_s,100
737_s,99.07
406_s,0.65
409_s,57.93
748_s,80.23
749_s,69.17
42_s,99.99
41_s,100
414_s,99.99
416_s,99.99
418_s,100
422_s,100
44_s,99.99
438_s,100
788_s,100
448_s,100
433_s,99.98
581_s,100
43_s,99.99
437_s,100
583_s,100
439_s,100
791_s,100.01
47_s,100.01
447_s,22.35
794_s,86.05
450_s,98.81
449_s,97.22
454_s,79.72
459_s,98.36
803_s,100.01
462_s,100
466_s,100
809_s,100
51_s,71.05
486_s,100
48_s,55.38
52_s,61.31
82_s,38.36
484_s,87.07
495_s,66.65
497_s,84.87
516_s,100
518_s,91.59
499_s,2.3
502_s,59.46
50_s,50.66
587_s,85.62
508_s,62.68
533_s,82.13
511_s,100.01
515_s,99.99
517_s,90.62
519_s,82.65
553_s,72.36
521_s,83.11
88_s,79.47
525_s,69.89
528_s,85.4
561_s,47.86
531_s,99.99
535_s,100
588_s,95.01
603_s,95.01
538_s,100.01
567_s,100
539_s,100
593_s,100.02
598_s,100
648_s,100
54_s,99.99
