sections,DCI_as
1423_s,95.82
1425_s,92.01
1422_s,99.99
1470_s,100.01
1424_s,100
1473_s,93.22
1426_s,93.16
1432_s,93.58
1437_s,92.1
143_s,4.53
1434_s,100.01
1439_s,90.89
1440_s,87.84
1445_s,88.36
1458_s,86.78
1487_s,84.93
1485_s,91.17
145_s,96.35
148_s,96.93
147_s,98.26
164_s,96.86
1471_s,99.99
1472_s,100.02
1474_s,100.02
1477_s,100
1478_s,99.98
1481_s,100.02
1480_s,100.01
1479_s,100.01
158_s,96.11
1482_s,99.98
1489_s,21.76
150_s,99.99
195_s,100
1492_s,100.01
155_s,99.99
1503_s,100
156_s,100
157_s,100.01
1590_s,100.01
1592_s,100
1596_s,100.01
163_s,96.46
70_s,97.93
467_s,97.26
166_s,96.93
176_s,95.93
171_s,99.98
20_s,100
17_s,100
474_s,100
482_s,78.29
177_s,0.06
181_s,61.81
180_s,53.37
183_s,89.13
191_s,92.76
185_s,99.99
186_s,100
187_s,100.01
188_s,99.99
193_s,99.99
488_s,100
506_s,100
199_s,92.44
212_s,74.06
217_s,93.78
7_s,100
21_s,100
200_s,93.35
204_s,99.98
203_s,99.99
209_s,100
205_s,100
206_s,99.97
207_s,100.01
229_s,99.99
232_s,99.99
22_s,99.99
216_s,94.46
218_s,100.01
219_s,100
221_s,100
224_s,99.99
24_s,100
238_s,100
227_s,100
228_s,100.01
544_s,99.99
230_s,100
231_s,100
233_s,100.01
234_s,100
235_s,100
236_s,100
240_s,99.99
37_s,99.99
243_s,100.01
246_s,99.99
543_s,100.01
253_s,100
248_s,100
259_s,100
26_s,100.01
260_s,100
261_s,100
263_s,99.99
264_s,100
265_s,100
267_s,99.99
278_s,100.01
281_s,100.01
279_s,100
290_s,99.98
29_s,100.01
293_s,100
318_s,100
300_s,100.01
299_s,100
335_s,100.02
340_s,99.99
326_s,100
305_s,100
313_s,100
306_s,100
310_s,100.01
312_s,99.99
315_s,100.02
316_s,100
317_s,99.99
330_s,100.01
341_s,100.01
355_s,100
366_s,100.01
332_s,100
338_s,100
411_s,99.99
345_s,100.01
348_s,100.01
360_s,100
352_s,99.99
350_s,100.01
35_s,99.99
61_s,99.98
423_s,100
364_s,100.01
426_s,100
428_s,100
430_s,99.98
369_s,100
371_s,99.99
386_s,100
378_s,99.99
401_s,100.01
404_s,67.69
381_s,100
383_s,100
735_s,100
388_s,100
392_s,100
737_s,83.67
406_s,0.15
409_s,67.36
748_s,74.47
749_s,69.42
41_s,99.99
42_s,99.98
414_s,100.01
416_s,100
418_s,100
422_s,99.99
44_s,100.01
438_s,100.01
788_s,100
448_s,90.55
433_s,100.01
581_s,99.99
43_s,99.99
437_s,100
583_s,100
439_s,91.47
791_s,99.99
47_s,100.01
447_s,5.17
794_s,46.92
450_s,85.21
449_s,82.25
454_s,69.61
459_s,87.18
803_s,97.34
462_s,100
466_s,100
809_s,100
51_s,48.83
486_s,100.01
48_s,51.63
52_s,53.8
82_s,49.86
484_s,64.91
495_s,62.75
497_s,67.32
516_s,96.07
518_s,87.49
499_s,0.65
502_s,39.55
50_s,51.27
587_s,51.77
508_s,49.91
533_s,59.05
511_s,70.46
515_s,93.13
517_s,64.97
519_s,65.13
553_s,68.39
521_s,70.78
88_s,55.46
525_s,65.68
528_s,78.93
561_s,10.88
531_s,90.96
535_s,91.5
588_s,77.29
603_s,78.76
538_s,94.89
567_s,94.07
539_s,95.01
593_s,94.96
598_s,99.97
648_s,100
54_s,100
57_s,100
546_s,100.01
551_s,99.98
559_s,100
575_s,100
577_s,100
555_s,23.58
556_s,27.37
558_s,28.33
56_s,100
563_s,64.23
565_s,73.77
569_s,76.01
579_s,86.17
653_s,92.54
677_s,100
585_s,99.99
589_s,100.01
622_s,100.01
591_s,99.99
594_s,99.99
600_s,100.03
596_s,100
605_s,100
615_s,100
599_s,99.99
649_s,100
601_s,100.02
602_s,100.02
6_s,100
658_s,97.52
616_s,100
607_s,100
628_s,100
629_s,100
63_s,100.01
632_s,100.01
637_s,100
610_s,99.99
619_s,100
624_s,100.02
626_s,100
627_s,100
625_s,100
64_s,100.01
633_s,100
635_s,99.99
639_s,99.99
638_s,99.99
640_s,99.99
65_s,100.01
643_s,100
646_s,100.01
651_s,100.01
656_s,100
69_s,100
662_s,99.99
654_s,100
655_s,100.01
663_s,100.01
665_s,99.98
679_s,93.78
66_s,100.01
667_s,99.99
669_s,99.99
678_s,100.01
673_s,100
67_s,100.01
709_s,100
674_s,100
681_s,92.27
684_s,82.1
691_s,96.99
683_s,76.49
686_s,76.35
692_s,69.78
694_s,61.29
705_s,53.18
696_s,37.9
702_s,40.05
701_s,38.6
707_s,55.46
703_s,49.3
721_s,63.35
710_s,100
714_s,99.99
717_s,100
726_s,99.99
732_s,100
73_s,73.88
734_s,100
739_s,72.33
743_s,79.83
744_s,45.23
770_s,89.44
764_s,65.66
766_s,60.06
750_s,77.13
756_s,85.01
77_s,27.71
75_s,23.83
751_s,99.99
758_s,100.02
757_s,100
759_s,100
761_s,100
760_s,99.99
774_s,100.01
906_s,100.01
81_s,1.44
913_s,89.3
916_s,94.85
771_s,100.02
776_s,99.99
782_s,100
777_s,100.01
929_s,97.7
935_s,100
79_s,72.95
795_s,100.01
830_s,99.99
796_s,89.35
802_s,87.65
797_s,96.46
838_s,71.99
804_s,100.01
812_s,99.99
817_s,100.01
822_s,99.99
810_s,100
811_s,100.01
825_s,100
824_s,100.02
826_s,99.99
886_s,100
884_s,91.75
883_s,99.99
832_s,100
835_s,100
851_s,58.08
840_s,50.35
848_s,64.97
842_s,3.13
843_s,3.14
845_s,3.07
847_s,65.07
852_s,72.59
861_s,73.68
849_s,92.7
850_s,93.51
858_s,77.41
853_s,70.69
871_s,72.18
972_s,84.36
943_s,82.03
86_s,58.98
90_s,60.08
862_s,77.15
863_s,75.97
864_s,80.9
873_s,79.18
865_s,89.59
867_s,89.65
880_s,95.11
869_s,89.73
872_s,88.93
874_s,88.19
91_s,59.1
951_s,99.12
949_s,98.85
889_s,75.2
894_s,92.41
891_s,55.2
893_s,60.18
902_s,99.99
897_s,100
898_s,100.01
98_s,70.04
901_s,99.99
904_s,100
909_s,100
911_s,100
93_s,67.44
915_s,11.99
918_s,92.94
920_s,92.69
921_s,91.33
923_s,92.43
925_s,7.94
926_s,0.51
927_s,94.06
930_s,94.67
931_s,96.1
95_s,99.99
938_s,99.99
941_s,100.01
940_s,100
942_s,99.99
944_s,81.64
974_s,80.66
947_s,83.74
948_s,83.23
950_s,100
971_s,100.01
954_s,99.99
952_s,99.99
953_s,100.02
968_s,99.98
969_s,100.01
961_s,99.98
962_s,100.02
963_s,100.01
965_s,99.99
964_s,100.02
967_s,99.98
975_s,100
966_s,100.01
982_s,99.99
983_s,99.99
992_s,100.02
970_s,99.97
988_s,100
978_s,100.01
989_s,99.99
993_s,100.01
994_s,100
