ObID,BarrierID,Quantity,BarrierPerm,NaturalYN
1,Sink,760.700000000000045,0.000000000000000,F
2,38,738.690000000000055,1.000000000000000,F
3,57,497.339999999999975,1.000000000000000,F
4,61,710.649999999999977,1.000000000000000,F
5,63,433.800000000000011,1.000000000000000,F
6,76,589.669999999999959,1.000000000000000,F
7,78,614.330000000000041,1.000000000000000,F
8,74,256.069999999999993,1.000000000000000,F
9,14,1679.859999999999900,1.000000000000000,F
10,94,2.680000000000000,1.000000000000000,F
11,16,58.539999999999999,1.000000000000000,F
12,20,27.600000000000001,1.000000000000000,F
13,23,18.840000000000000,1.000000000000000,F
14,95,162.650000000000006,1.000000000000000,F
15,19,87.280000000000001,1.000000000000000,F
16,24,7.060000000000000,1.000000000000000,F
17,100,0.300000000000000,0.000000000000000,F
18,18,248.169999999999987,1.000000000000000,F
19,25,3946.960000000000036,1.000000000000000,F
20,101,1489.279999999999973,1.000000000000000,F
21,31,2166.389999999999873,1.000000000000000,F
22,156,511.970000000000027,0.000000000000000,F
23,160,651.769999999999982,0.000000000000000,F
24,104,311.439999999999998,1.000000000000000,F
25,114,21.949999999999999,1.000000000000000,F
26,27,5024.579999999999927,1.000000000000000,F
27,147,1388.019999999999982,1.000000000000000,F
28,167,63.850000000000001,1.000000000000000,F
29,115,1109.619999999999891,1.000000000000000,F
30,132,1385.880000000000109,1.000000000000000,F
31,135,218.069999999999993,1.000000000000000,F
32,176,1187.930000000000064,1.000000000000000,F
33,170,1178.750000000000000,1.000000000000000,F
34,119,502.930000000000007,1.000000000000000,F
35,122,1179.170000000000073,1.000000000000000,F
36,141,1234.309999999999945,1.000000000000000,F
37,138,6770.399999999999636,1.000000000000000,F
38,200,561.299999999999955,1.000000000000000,F
39,203,420.870000000000005,1.000000000000000,F
40,180,295.899999999999977,0.000000000000000,F
41,183,270.129999999999995,1.000000000000000,F
42,230,486.550000000000011,1.000000000000000,F
43,243,6080.569999999999709,1.000000000000000,F
44,196,973.029999999999973,1.000000000000000,F
45,300,428.540000000000020,1.000000000000000,F
46,209,721.950000000000045,1.000000000000000,F
47,211,457.009999999999991,1.000000000000000,F
48,233,1440.619999999999891,1.000000000000000,F
49,267,4275.819999999999709,1.000000000000000,F
50,273,2720.860000000000127,1.000000000000000,F
51,278,663.620000000000005,1.000000000000000,F
52,214,9679.040000000000873,1.000000000000000,F
53,305,960.440000000000055,1.000000000000000,F
54,473,512.110000000000014,1.000000000000000,F
55,468,444.540000000000020,0.000000000000000,F
56,281,0.440000000000000,0.000000000000000,F
57,285,394.490000000000009,1.000000000000000,F
58,220,3632.280000000000200,1.000000000000000,F
59,225,1031.640000000000100,1.000000000000000,F
60,349,0.280000000000000,1.000000000000000,F
61,365,1068.019999999999982,1.000000000000000,F
62,419,2456.389999999999873,1.000000000000000,F
63,309,3347.440000000000055,1.000000000000000,F
64,314,2631.130000000000109,1.000000000000000,F
65,524,1372.119999999999891,1.000000000000000,F
66,280,602.419999999999959,0.000000000000000,F
67,441,419.050000000000011,1.000000000000000,F
68,296,0.060000000000000,0.000000000000000,F
69,327,627.250000000000000,1.000000000000000,F
70,332,1.830000000000000,0.000000000000000,F
71,350,703.100000000000023,0.000000000000000,F
72,486,344.500000000000000,1.000000000000000,F
73,424,1541.130000000000109,1.000000000000000,F
74,427,1.140000000000000,1.000000000000000,F
75,432,487.230000000000018,1.000000000000000,F
76,436,0.140000000000000,1.000000000000000,F
77,372,3066.280000000000200,1.000000000000000,F
78,376,779.970000000000027,1.000000000000000,F
79,385,1031.549999999999955,1.000000000000000,F
80,388,0.790000000000000,1.000000000000000,F
81,520,168.129999999999995,0.000000000000000,F
82,536,2376.769999999999982,1.000000000000000,F
83,289,0.820000000000000,1.000000000000000,F
84,448,191.580000000000013,1.000000000000000,F
85,295,2528.000000000000000,0.000000000000000,F
86,330,0.000000000000000,1.000000000000000,F
87,333,3134.010000000000218,0.000000000000000,F
88,356,98.180000000000007,1.000000000000000,F
89,361,613.289999999999964,0.000000000000000,F
90,489,2013.910000000000082,1.000000000000000,F
91,501,0.450000000000000,0.000000000000000,F
92,484,1033.509999999999991,1.000000000000000,F
93,428,191.759999999999991,0.000000000000000,F
94,493,214.879999999999995,0.000000000000000,F
95,435,480.779999999999973,0.000000000000000,F
96,383,484.189999999999998,0.000000000000000,F
97,565,209.069999999999993,1.000000000000000,F
98,389,821.850000000000023,0.000000000000000,F
99,498,596.120000000000005,1.000000000000000,F
